Replicate,Row,Column,GenotypeID,DaysToPollen,DaysToSilk,RootLodgingPct,StalkLodgingPct,LeafAngle,PoorGerm,PotentialPollenContamination,EarsPerPlant,CobWeightGrams,HundredKernelMassGrams,GrainPercentMoisture,EarLengthCM,EarWidthCM,EarFilledLengthCM,KernelRowNumber,KernelsPerRow,PercentFill,SouthernRustSeverityScore,LeafAreaIndex,LeafLengthCM,LeafWidthCM,PlantHeightCM,ExtantLeafNumber1,NodesWithBraceRoots,TillersPerPlant,ExtantLeafNumber2,BranchesPerTassel,TasselLengthCM,BranchZoneLengthCM,TasselSpikeLengthCM,TotalGrainMassGrams
1,18,27,A673,65,67,0,0,?,N,N,1,6.52,18.03,?,10.92,3.67,10.25,13.33,24.5,93.9,?,3.25,60,8.2,129,11,1,0,12.67,11,27.47,10.37,17.1,394.4
1,18,28,PHN82,71,77,0,2,29.9,N,N,1,17.06,26.01,8.5,13.08,3.92,11.5,14.33,23.83,87.9,2.5,4.13,78.6,9.35,?,?,1.33,0,13.67,7.67,31.6,7.27,24.33,630.9
1,18,1,LH190,77,77,0,5,25.6,N,N,1,11.42,25.14,7.9,12.5,3.58,12.08,12.83,23.83,96.6,2.5,4.01,77.25,7.6,191.5,14,1.33,0,15.33,7,33.8,8.43,25.37,568.3
1,19,2,B97,73,77,100,0,42.3,N,N,1,17.46,30.66,7.8,13.75,4,13.75,13,25.67,100,2.5,3.23,64,10,175,12.5,2.33,0,15,12.67,36.17,9.3,26.87,750.6
1,19,3,LH175,66,66,100,50,39.8,N,N,1,9.35,15.92,8.3,11.83,4.5,10.67,19.67,27.83,90.2,3,3.4,61.75,8.8,144,11.5,0.67,0,13.33,3.33,28.43,3.97,24.47,606.4
1,19,4,B105,71,77,0,50,31.8,N,N,1,19.75,22.63,7.5,15.25,4.08,13.58,16,26.83,89,4,?,81.5,8.85,181.5,13,3,0,15,34.33,37.67,18.63,19.03,606.6
1,19,5,PHP55,69,72,0,0,31.4,N,N,1,25.02,25.56,8,17,4.33,15.92,15,28.83,93.6,2,4.43,79.75,8.85,180.5,12,1,0,14,16,31.67,11.3,20.37,866.9
1,19,6,CG10,66,64,0,0,?,N,N,1,8.2,21.15,8.5,11.08,3.92,10.5,16,22,94.8,?,3.17,63.25,8.6,118,10.5,2,0,11.33,12.33,32.77,9.5,23.27,521.7
1,19,7,787,79,77,100,0,15.3,N,N,1,19.78,25.03,7.4,14.75,4.25,13.42,15.67,24.83,91,0,3.92,80,8.95,192.5,14.5,2,0,17,1.33,30.47,0.27,30.2,769.5
1,19,8,NK907,63,64,0,0,59.5,N,Y,1,20.42,27.66,?,12.75,3.5,12.17,12.67,19.83,95.5,3,2.95,70,7,141,10.5,1,0,12.33,2.67,31.9,4.4,27.5,445.5
1,19,9,Oh43,71,72,0,5,30.6,N,N,1,16.25,20.53,8.1,17.67,4,16.83,15,33.83,95.2,2.5,2.68,72,9.4,176.5,11,2.33,0,12.67,5,35.2,7.87,27.33,772.2
1,19,10,LH166,68,69,0,0,17,N,N,1,14.83,24.51,7.7,13.42,3.92,12.58,14,24.67,93.7,4,3.35,77.75,9.75,172.5,11,0.67,0,13,1.33,36.4,1.3,35.1,527.4
1,19,11,A305,65,66,100,0,61.4,N,N,1,12.22,24.02,7.4,10.92,4.33,10.5,15.5,23.17,96.2,4,3.13,63,7.75,178.5,12,1.33,0,13.33,21.67,37.1,17.43,19.67,559.6
1,19,12,LH143_(Maintainer),70,71,95,0,?,N,N,1,12.58,25.38,7.2,15,3.5,13.83,12.67,23.17,92.2,3,3.85,77.75,6.35,200.5,13.5,1.33,0,15.33,11.33,29.4,8.43,20.97,472.5
1,19,13,R181B,72,73,100,0,32.5,N,N,1,21.11,22.48,8.1,13,3.67,12.5,15,20.67,96.2,3.5,?,94,8.65,189.5,13,0.67,0,14,7.67,37.77,7.63,30.13,472.5
1,19,14,B97,72,77,100,10,33.8,N,N,1,16.26,28.14,7.9,13,3.92,13,12.33,24.83,100,2.5,3.4,74.5,10.65,184,12.5,3,0,14.33,15.33,37.2,10.47,26.73,611.2
1,19,15,B97,72,78,50,0,48.4,N,N,1,15.25,28.84,7.9,12.25,3.83,12.08,12.83,23,98.6,3.5,3.24,64.25,9.8,185,12.5,1.67,0.33,14,13.33,27.03,7.4,19.63,628.5
1,19,16,B97,72,77,60,0,27.3,N,N,1,16.44,27.4,7.7,13.08,3.92,13,14,25.83,99.4,3.5,3.52,66.5,9.65,190.5,13,2.33,0,15.33,14.67,33.3,8.17,25.13,665.5
1,19,17,LH193,73,77,0,2,14.3,N,N,1.125,13.17,23.2,7.5,13.92,4,13.92,14.67,30,100,3.5,3.97,76.25,7.65,159.5,13,1.67,0,15.33,5.33,28.73,7.63,21.1,879.2
1,19,18,PHTD5,64,64,0,0,35.6,N,N,1,8.08,22.35,7.5,12,3.42,11.67,13,26.5,97.3,2.5,3.59,67.75,7.5,137,10.5,1.33,0,13,9.67,28.13,8.9,19.23,503.1
1,19,19,PHBA6,69,71,0,0,?,N,Y,1,14.26,20.31,7.4,12.92,3.75,12.92,16.33,28.33,100,2.5,3.58,81.5,8.1,210,12.5,1.33,0,15,17,39.5,12.67,26.83,675.3
1,19,20,R71,73,77,100,0,33.9,N,N,1,10.62,21.58,?,13,3.5,12.25,13.5,21.83,94.2,4,4.96,84.5,7.9,154,12.5,1,0,14.67,21.33,24.47,10.57,13.9,413.4
1,19,21,KO679Y,81,81,0,5,26.8,N,N,1.5,12.69,20.31,6.8,15.67,3.67,14.75,12.5,34.17,94.1,3,4.2,83.75,9.15,186,16,1.33,0,18.67,6.33,35.7,8.63,27.07,738.2
1,19,22,INBRED_2-687,77,79,100,0,50.1,N,N,1,7.89,16.72,?,9.42,3.58,9.42,18.33,22,100,0,?,84.75,8.05,170,11.5,1,0,12.67,18,36.27,9.2,27.07,444
1,19,23,PHG47,69,72,0,0,19.7,N,N,1,8.03,24.23,7.3,11.42,3.58,11.17,15,19.5,97.8,3.5,3.51,68,8.2,152,12,2,0,13.33,8.33,31.93,6.47,25.47,499.4
1,19,24,B97,77,79,100,0,41.5,N,N,1,14.14,27.48,7.4,12.17,3.67,12.17,12.67,25.67,100,3.5,4.36,71.25,10.55,180,12,2.33,0,14,10,33.87,7.83,26.03,564
1,19,25,NC310,79,79,0,60,31.6,N,N,1,10.71,15.45,7.1,11.25,3.92,10.5,19.83,23,93.3,1.5,4.43,83.75,7.9,183.5,14.5,2.67,0,16.67,11.33,26.33,8.63,17.7,431.9
1,19,26,Wf9,73,77,95,0,38.1,N,N,1,18.75,24.94,7.7,13.67,4.17,12.17,16,29,89,4,?,76,10.65,184,13,1,0,15.33,14.67,30.47,9.9,20.57,784.9
1,19,27,PHJ31,83,86,0,5,28.5,N,N,1,16.83,35.58,?,13,3.17,8.5,5.33,3.17,65.4,3.5,4.4,88.5,10.2,197.5,14.5,1.67,0,15,7.33,30.67,8.3,22.37,49.4
1,19,28,B52,79,81,100,0,20.3,N,N,1,11.46,18.87,8.9,13.17,3,10,12.67,14.33,75.9,0,4.58,79.5,8.25,182.5,14,2.33,0,16,15.33,33.17,12.03,21.13,297
1,20,1,MS200,67,72,0,80,?,N,N,1,10.01,19.32,7.4,10.92,4.5,10.92,17.83,26,100,2.5,3.6,70,7.7,145,12,1.33,0,13,19,20.97,11.13,9.83,606.2
1,20,2,R53,64,65,0,100,?,N,N,1,8.43,25.08,?,12.67,3.58,11,10.83,13.83,86.8,3,2.77,72.25,7.35,142.5,11,0,0,13,11.33,41.9,13.6,28.3,361.1
1,20,4,Chi-tan_120,69,72,0,95,50,N,N,1,10.59,19.35,8.3,12.08,3.75,11.58,13,27,95.9,0,4.21,71.25,9.75,172.5,13.5,2.33,0,15,15.67,37.63,10.4,27.23,465.7
1,20,5,R30,77,81,100,0,20.3,N,N,1,17.34,36.77,?,13.25,4,12.67,13.17,22,95.6,0.5,4.1,80.75,7.55,189.5,13,0.67,0,15.67,15,30.77,13.4,17.37,521.6
1,20,6,NC250,77,77,10,0,35.1,N,N,1,15.64,22.6,?,12,3.58,11.83,13.83,24,98.6,0.5,4.18,65,6.55,156,14.5,1,0,15.67,4.33,27.77,5.87,21.9,498.2
1,20,7,PHKM5,63,63,5,0,23.9,N,Y,1.25,5.26,21.37,?,10.5,3.25,10.5,13.17,22.67,100,?,3.3,68.75,6.85,168,11.5,2,0,12.67,6.67,25,6.53,18.47,510.5
1,20,8,CR14,67,67,100,10,15,N,N,1,12.02,22.23,8.2,10.83,3.58,10.5,13.33,25.33,97,2.5,3.18,72.75,6.7,169,12.5,1,0,14,6.67,27.6,8.1,19.5,496.1
1,20,9,W182BN,65,66,100,80,?,N,N,1,14.01,22.37,7.2,13.08,3.25,12.42,12.67,22,95,?,3.27,68,7.9,186.5,12,0.33,0,14.33,18.33,33.8,16.57,17.23,423.6
1,20,10,Mo45,79,79,0,100,22.4,N,Y,1.25,16.03,20.95,?,15.92,3.5,13.42,12.33,22.67,84.3,3,?,97,7.7,190,13,2,0,16,12,36.93,12.8,24.13,492.7
1,20,11,CI_540,77,83,0,100,29.4,N,Y,1,30.07,19.52,?,8,3.17,8,13.17,16.5,100,1.5,2.88,85.25,7.65,223.5,13.5,1.33,0,15,17.33,39.3,14.63,24.67,26.4
1,20,12,91IFC2,67,68,100,0,?,N,N,1,13.41,24.73,7.5,13.25,3.92,12.42,13.33,25.83,93.7,2,3.76,63.25,8.05,168.5,11.5,1,0,13,8,37.73,8.87,28.87,579.5
1,20,13,NKH8431,69,69,100,0,31.4,N,N,1,16.75,26.06,8.7,15.25,4.42,14,13.67,33,91.8,1.5,3.35,79,8.45,173,12,1.67,0,13.33,7,26.77,7.6,19.17,857.8
1,20,14,B42,73,77,100,0,35.6,N,N,1,12.29,34.4,?,12.25,3.83,9.75,13.33,13,79.6,2,4.08,82.5,8.7,172.5,13,1,0,15.33,15.33,39.2,11.87,27.33,389.7
1,20,15,PHAW6,72,72,10,0,34.8,N,N,1,9.81,22.03,8.1,13.75,4,13.5,15,27.67,98.2,2.5,3.78,76.3,8.8,160.5,11.5,1.67,0,13,9.67,36.83,8.8,28.03,635.9
1,20,16,B-28,71,77,100,0,31,N,N,1,7.73,10.49,?,10.25,2.92,10.25,16.33,25,100,3,3.79,75.75,5.85,165,14.5,1.67,0,16,19.67,29.43,12.53,16.9,294.1
1,20,17,DE811,78,77,15,0,15.9,N,N,1,12.02,17.72,8.5,14.58,3.67,13.25,14.83,28.17,90.9,3.5,2.51,83.5,6.8,195.5,12.5,2,0,15,6,37.83,11.93,25.9,533
1,20,18,Oh43E,69,73,40,0,34.4,N,N,1,8.87,28.02,8.3,11.33,4.08,11.33,13.33,23.67,100,2,4.24,78.25,7.95,162,11.5,1.67,0,13,7.33,31.6,8.33,23.27,512.3
1,20,19,SD101,71,71,0,2,49.5,N,N,1,18.22,23.39,7.4,13.46,4.25,13,15.92,25.83,96.6,2,4.34,73,8.75,169,13.5,1,0,14.33,8,23.6,7.2,16.4,617.6
1,20,20,CH711-10,68,71,0,0,35.1,N,N,1,22.56,25.86,7.9,17.42,3.83,15.58,11.83,30.83,89.4,3.5,2.78,67.5,9.95,173,12,1,0,13.67,5.33,33.77,6.17,27.6,668
1,20,21,PHM81,61,60,0,0,?,N,N,1,9.82,18.55,7.8,12.67,3.58,12.25,15,27.17,96.7,?,2.96,61.75,8.5,146.5,8.5,0.67,0,9.67,9.67,22.3,6.23,16.07,472.5
1,20,22,PHT22,73,77,0,0,23.5,N,N,1,21.08,24.85,8.4,14.08,4.25,13.08,14,27.83,92.9,2.5,3.88,75.75,9.135,178.5,12.5,1,0,14,7.33,35.87,8.1,27.77,739.6
1,20,23,B97,72,77,0,25,42.8,N,N,1,15.12,30.87,?,13.42,3.58,13.25,12.33,25,98.7,3,3.56,72,10.2,182,13,3,0,15.33,15.67,33.4,8.57,24.83,573.5
1,20,24,PHHB4,73,77,0,2,32.6,N,N,1,21.2,27.33,8.3,17.33,4.5,15.33,14.33,28,88.5,2.5,3.4,72,8.1,200,13.5,1.33,0,15.67,2,37.6,3.2,34.4,886.8
1,20,26,B97,73,79,100,0,31.5,N,N,1,15.81,26.59,7.7,13.92,4.17,13.67,14.33,24.5,98.2,3,3.98,68.5,10,198,14,2,0.33,15,14.67,36.07,9.53,26.53,571.3
1,20,27,2FACC,71,71,40,0,30,N,N,1,15.51,30.78,7.5,11.38,4.21,11,18.42,22.92,96.7,3.5,4.28,74.25,7.85,190,14,1.67,0,14.67,8,25.1,6.53,18.57,582.2
1,20,28,MBWZ,77,77,0,0,23.5,N,N,1,13.7,22.49,7.3,14.67,4,13.58,15,29.83,92.6,3,3.35,87,8.7,214,14,1,0,16.33,10.33,30.2,7.23,22.97,666
1,21,1,PHP38,73,76,0,0,14.3,N,N,1,13.55,28.77,7.9,13,4,12.25,14.83,22,94.2,2.5,3.02,84.25,8.25,178.5,13,1.33,0,15,9.67,37.6,11.13,26.47,602.9
1,21,2,PHG50,69,69,5,0,24.7,N,Y,1,19.68,26.58,7.3,16.83,4.25,15.75,14,29.33,93.6,3,3.19,76.5,9.15,149,11.5,1.67,0,13,8.33,37.63,7.6,30.03,777.9
1,21,3,B97,73,76,100,0,36.2,N,N,1,13.33,32.61,?,12,3.67,11.58,11.33,21,96.5,3.5,3.38,73.5,10.35,172.5,12.5,3,0,14,11.67,36.3,8.37,27.93,530.1
1,21,4,Pa762,72,73,0,50,22.7,N,N,1,18.56,20.77,8.5,15.33,4.17,14.17,15.17,28.33,92.4,0.5,3.74,68,9.5,177,13,2,0,13.67,5.67,30.5,6.33,24.17,676.6
1,21,5,A401,71,76,0,80,32.3,N,N,1,14.39,20.13,8,13.42,4,12.67,13.33,29.17,94.4,3.5,4.07,72.5,8.75,154,11,1.33,0,13.33,18.67,28.03,11.3,16.73,593.4
1,21,6,PHJ33,71,73,0,0,23.6,N,N,1.125,22.17,21.31,9.2,16.08,4.58,14.42,12.67,28.67,89.7,4,3.08,67,8.45,167.5,12.5,0.67,0,14,12,29.27,10.23,19.03,688
1,21,7,B97,73,77,100,0,38.2,N,N,1,14.5,29.13,8.1,12.5,3.92,12.33,13.33,22.67,98.6,3,3.52,73,10,187.5,13,2.33,0,14.67,12.33,35.07,8.7,26.37,611.5
1,21,8,B97,73,76,100,0,34.9,N,N,1,16.05,28.11,7.9,13.58,4.17,13.17,13.67,26.17,97,3,?,64.75,10.45,186.5,12.5,2.33,0,14.67,14.33,35.73,8.4,27.33,677.2
1,21,9,LH210,76,76,50,0,29.7,N,N,1,8.29,38.07,8.6,12.58,3.67,11.33,12.17,17.67,90.1,3,3.68,78,9.7,207,14,1.67,0,15.33,8.33,35.03,9.2,25.83,494.9
1,21,10,DKMBUB,76,77,100,0,39.1,N,N,1,12.04,21.9,8.8,14.33,4.58,13.58,15.33,30.33,94.8,0.5,4.66,78.5,9.65,198.5,13.5,3,0,15.33,0,26.63,0,26.63,657
1,21,11,PHW20,68,71,0,0,22,N,N,1,13.97,22,8.5,14.25,4.17,13.58,16.17,25.17,95.3,2.5,3.31,73,8.25,197,12.5,1,0,14.67,5.33,32.83,5.5,27.33,638.2
1,21,12,MS226,72,71,0,100,31.1,N,N,1,11.27,22.41,8,13.83,3.67,12.92,14.17,23.5,93.4,3,3.7,72.25,7.55,182.5,12.5,1,0,14.67,5,27.5,7.6,19.9,517.8
1,21,13,Mo39,77,76,100,0,57,N,N,1,14.23,22.27,8.6,13.83,3.5,12.25,12.5,26.83,88.6,0,3.71,87.25,8.6,199.5,13,1.67,0,15,6.33,35.03,10.23,24.8,555.5
1,21,14,WIL900,72,77,0,90,34.3,N,N,1,17.05,25.74,8.8,18.25,4,17.33,12.67,39.67,95,1.5,3.12,73.75,9.15,172,13.5,1.33,0,14.67,3.67,37.87,6.63,31.23,886.7
1,21,15,B97,73,76,100,0,47.8,N,N,1,18.86,30.59,8.5,14.33,4.33,14.33,14,25.83,100,2.5,?,67.75,9.25,179.5,12.5,3,0,15.33,14,34.8,9.43,25.37,791.6
1,21,16,A680,76,76,0,50,19.5,N,N,1,15.59,17.61,7.9,13.08,4,12.42,15.67,28.5,95,2,4.11,88.25,9.1,194.5,13,2.33,0,14.33,7,22.83,6.3,16.53,612.1
1,21,17,PHWG5,77,78,90,0,20,N,N,1,17.74,19.65,8.4,16.58,4.17,14.58,14.17,36.33,87.9,1.5,3.83,82.75,10.35,183.5,13,1,0,15.33,4.33,37.1,7.77,29.33,700
1,21,18,LH214,76,77,0,0,25.6,N,N,1,14.86,19.88,8,15.75,4,14.75,13.83,30.83,93.7,3,3.91,78.5,9,176.5,13,1.33,0,15,4,28.63,4.1,24.53,614.3
1,21,19,LH252,79,86,100,0,32.9,N,N,1,19.84,32.33,7.7,16.92,3.67,15.5,11.17,24,91.6,2,2.96,81.75,9.35,232,13.5,2.33,0,14.67,8.33,39.6,8.37,31.23,428.8
1,21,20,SD44,67,68,0,0,34.6,N,N,1,14.33,21.9,8.8,10.83,4.58,9.17,17.67,19.33,84.7,4,3.86,73.75,9.5,192.5,12.5,0.33,0,15,14,28.33,9.6,18.73,596
1,21,21,A632,72,73,0,50,?,N,N,1,14.77,24.36,?,16.75,3.75,15.58,12.67,25.33,93,2.5,4.28,78,6.55,190,13,1,0,15,10,30.6,8.13,22.47,589
1,21,22,792,71,73,0,0,15.5,N,N,1,13.33,25.26,8.4,13.83,4,13.5,15.67,26.5,97.6,2.5,3.94,76.25,8.25,179,13.5,1,0,15,8.67,30.03,7.93,22.1,705
1,21,23,NC350,81,81,0,5,29.1,N,N,1,7.9,22.12,?,10.75,2.42,9,11.67,16.67,83.7,0,3.68,101.25,6.65,178,14,1,0,15,14.33,39,17.13,21.87,212.4
1,21,24,DJ7,76,77,0,0,25.8,N,N,1,18.8,18.73,8.2,14.17,4.25,13,15.67,30.5,91.7,2,4.08,83,7.8,206.5,14.5,2.33,0,14.67,5.67,24.03,9.13,14.9,694.9
1,21,25,H121,76,82,100,0,22.8,N,N,1,9.89,22.66,?,13.42,3.75,12.92,12.67,23.67,96.3,3.5,4.26,79.5,8.75,153.5,12.5,0.67,0,12.33,10,33.97,9.33,24.63,444.1
1,21,26,2369,73,76,0,2,24,N,N,1.125,18.78,22.51,8.1,16.25,4.17,13.92,15,30.83,85.7,2.5,3.78,71.75,8,197,14,1,0,15.67,5.33,27.07,5.97,21.1,796.7
1,21,27,KUNG-70,72,73,0,100,21.5,N,N,0.75,11.19,14.25,?,12.42,3.83,11.33,16.17,20.17,91.2,2.5,3.67,68.75,9.3,132,11.5,1.33,0,14.33,12,32.37,8.97,23.4,315.1
1,21,28,PHW17,73,76,0,30,15.2,N,N,1,14.21,21.9,8.3,12.42,3.92,9.83,15.67,22.83,79.1,2,3.05,78.25,7.2,222.5,15,1.33,0,15.33,6.67,30.03,8.5,21.53,707.1
1,22,2,PHN41,71,71,0,50,28,N,N,1,17.29,24.23,7.7,15.75,4.17,15.33,13.17,31.67,97.3,0,?,73,7.7,168,13,1.67,0,15,4.67,25.17,5.07,20.1,731.5
1,22,3,W22,72,76,100,30,38.7,N,N,1,15.56,24.02,?,14.08,4,13,14.5,22.17,92.3,2,4.09,69,8.6,155,13,2.33,0,15,15.33,28.67,10.6,18.07,429.7
1,22,4,AM0776,68,71,0,0,41.3,N,N,1,12.07,25.6,7.7,14.75,4,14.25,11.5,24.33,96.6,2,3.79,74.25,7.4,183,12.5,1,0,14.33,6.67,33,8.3,24.7,569.3
1,22,5,PHG29,68,72,0,5,45.2,N,N,1,14.6,24.12,7.9,15.5,4.25,13.58,14.67,24.17,87.6,3.5,3.98,80.75,8.55,171.5,11,1,0,13.33,21.33,35.47,13.77,21.7,706.3
1,22,6,ICI_893,77,78,0,0,22.3,N,N,1,12.92,17.81,7.9,13.75,4,12.67,16.5,24.33,92.1,3.5,4.47,73.25,7.9,157,14,2,0,14.67,8.67,32.1,7.63,24.47,508.5
1,22,7,1538,64,65,0,50,?,N,N,1,9.79,22.72,7.8,12.75,4.08,12.42,14.33,24.33,97.4,2.5,3.74,73,6.75,173,12,1,0.67,14,5.67,34,6.67,27.33,501.9
1,22,8,F7,59,59,100,0,?,N,N,1,8.19,20.16,?,12.33,3.25,10.83,11,16.17,87.8,?,2.78,68.25,5.75,116,6.5,0,0,10.67,2,37,1.7,35.3,209.7
1,22,9,PHV07,72,76,0,0,17.6,N,N,1,12.33,20.84,7.4,15.75,4,15.08,12.83,30.17,95.7,1.5,3.66,73.75,8.4,165,12.5,0.67,0,14.33,1.67,36.7,2.87,33.83,522.2
1,22,10,LH159,81,85,100,0,24.3,N,N,1,18.01,34.99,?,8.5,4.08,7.75,12.5,11,91.2,2.5,3.74,90,9.6,233,16.5,1.67,0,15.67,3.33,34.57,7.03,27.53,140.4
1,22,11,B97,72,77,100,0,34.5,N,Y,1,15.54,28.51,7.5,13.58,4.33,13,13.5,22.33,95.7,3.5,3.73,66.5,10.5,187,12.5,3,0,14.67,12,32.07,8.63,23.43,587
1,22,12,NC262,71,78,0,20,19.2,N,N,1,9.79,25.5,7.8,10.83,4.42,10.83,15.83,20,100,0,3.6,73.75,7.85,146,12.5,1,0,14,5.67,34.67,5.57,29.1,460.9
1,22,13,PHBB3,72,78,0,0,16.7,N,N,1.125,11.34,15.41,7.9,16.58,4,15.83,14.67,33.33,95.5,4,3.27,86.5,9.75,188,12.5,3,0,13.67,4.33,29.87,6.93,22.93,527.2
1,22,14,Va85,76,76,100,0,37.5,N,N,1,17.91,26.1,7.4,17.08,3.83,16.08,12.17,27.83,94.1,2,?,87,7.35,195,15,2.33,0,15.33,4.67,34.7,6.17,28.53,562.9
1,22,15,TZU-CHIAO-HSI-WU_105,76,77,100,90,34,N,N,1.25,19.76,26.95,7.5,17.08,4.42,16.83,12.17,29.5,98.5,2,?,79,8.5,219.5,14.5,2.33,0,15.33,13.67,37.7,10.1,27.6,718.7
1,22,16,B99,72,79,0,95,45,N,N,1.125,12.08,28.63,6.8,13.75,3.67,13.33,12.67,21.83,96.9,1,4.27,71,9.15,219.5,14.5,2,0,13.67,12.33,30.57,11.63,18.93,510
1,22,17,B97,72,77,60,0,38.9,N,N,1,15.03,29.2,7,14.67,4.25,14.5,13,26.17,98.8,4,3.5,72,10.95,186.5,13,2,0,15.33,13.33,32.4,8.85,23.55,640.6
1,22,18,B97,73,77,100,0,35.6,N,Y,1,13.99,29.01,7.4,12.75,4.17,12.67,13.17,23.67,99.4,3.5,3.84,64,10.65,171.5,13,2.33,0,14.67,10.33,30.4,6.27,24.13,546.3
1,22,19,R226,77,79,100,50,42.5,N,N,1,15.84,24.3,7.8,14.92,4.67,14.5,16,29.5,97.2,2.5,?,73.75,8.95,197.5,15,3,0,16.67,9.33,26.27,5.13,21.13,693
1,22,20,B97,76,77,100,50,28.2,N,N,1,15.3,31.34,7.2,12.83,4.25,12.83,12.67,20.5,100,2.5,3.44,68.25,9.5,173,12.5,3,0,13,13,34.67,10.3,24.37,548.9
1,22,21,DKMBNA,68,73,100,0,29.4,N,N,1,13.96,26.59,7.5,14,4.25,13.17,11.33,26.5,94.1,1.5,3.04,68.5,8.65,187.5,12,1,0,13,8.67,33.4,7.73,25.67,502.2
1,22,22,PHT60,71,72,50,0,39.6,N,Y,1,17.45,30.18,6.6,14.92,4.08,14.33,12,24.83,96,2,4.6,78.25,8.8,182,12,1,0,13.67,2.67,34.07,6,28.07,572.5
1,22,23,PHG84,77,81,0,0,31.5,N,N,1,18.01,24.24,?,12.5,3.83,9.58,12.33,17.33,76.6,1,3.01,79,8.8,171,11.5,1.67,0,13.67,9.67,38,9.5,28.5,255.7
1,22,24,29MIBZ2,64,67,0,0,?,N,N,1,13.83,21.26,7.3,15.42,4,14.92,14.33,29.83,96.8,3,4.34,77.25,8.5,156,11,2,0,13.33,7.67,32.77,9.8,22.97,670.1
1,22,25,LH223,68,69,0,50,?,N,N,1,11.43,20.64,7.4,14.42,3.92,13.08,12.67,28.33,90.7,3,3.92,73.25,7.6,151,13.5,1.67,0,14.33,8.67,31.63,8,23.63,484.7
1,22,26,B97,72,76,50,0,40.8,N,N,1,16.45,30.07,7.1,13.92,4.08,13.92,13.33,24.33,100,4,2.93,68,10.5,186.5,13.5,2,0,14.33,12.33,32.8,8.8,24,621.9
1,22,27,PHEM7,61,62,100,0,?,N,N,1,7.18,22.15,7.2,11.83,3.83,11.08,12.83,21.67,93.7,?,2.91,68.5,5.85,188,10,0.67,0,12.67,9,35.07,9.9,25.17,382.6
1,23,1,NKBCC03,72,77,50,0,34.1,N,Y,1,17.7,24.97,8.5,15.5,4,15.25,13.33,29.5,98.4,1,3.73,80.5,8.6,171.5,11.5,1.67,0,13,10.33,38.73,10.3,28.43,612.1
1,23,2,PHT11,72,73,0,50,27.3,N,N,1,17.6,25.83,9.1,16.25,4,15.58,15,30.33,95.9,3,2.8,84,9.1,224,14,0.67,0,16,3.33,35.5,4.03,31.47,796.2
1,23,3,B75,71,73,100,10,51.3,N,N,1,13.58,30.14,?,12.75,3.33,12,13.5,22.33,94.1,2,4.09,78,10.05,186.5,12.5,2.67,0,13.67,2,35.7,3.37,32.33,536.9
1,23,4,LH127,71,71,0,0,32,N,N,1,14.83,25.08,8.7,14.75,3.92,13.5,10.67,33.67,91.5,2.5,4.16,73.5,8.2,178.5,13,1.33,0,13.33,3.67,38.07,5.67,32.4,609.3
1,23,5,PHGV6,81,81,0,10,26.2,N,N,1,13.75,19.04,9.3,16,4,15.67,12.67,37.33,97.9,2,3.76,82,10.2,224,14.5,2.33,0,15,6,33.03,6.2,26.83,686.6
1,23,6,DK78002A,71,73,0,0,18.8,N,Y,1,13.76,31.89,8.6,12.58,4.08,10.25,14.33,17.17,81.5,4,3.55,91.5,6.9,190.5,13.5,1,0,14.33,6.33,28.4,10.17,18.23,541.4
1,23,7,NK740,71,76,100,0,29,N,N,1,10.64,28.74,9.6,16.5,3.92,14.92,10.33,29.5,90.4,3,3.54,76.25,8.9,190.5,12.5,1.67,0,14,6.67,35.57,8.3,27.27,587.9
1,23,8,PHPR5,71,73,95,0,24.6,N,N,1,14.31,31.42,9.2,14.83,4.08,14.17,14.17,25.5,95.5,3,3.45,78.75,8.75,190,13.5,1.33,0,14.33,7.33,37.9,13.27,24.63,808.4
1,23,9,B90,73,76,0,30,41.6,N,N,1,13.73,29.67,?,14.83,3.5,13.75,12.83,20.33,92.7,2,3.98,74.5,9.15,199.5,13.5,1,0,15,12.67,30.73,10.2,20.53,468.4
1,23,10,WU-TAN-TZAO,76,77,0,99,26.5,N,N,1,13.87,28.19,?,12.25,4.08,12.08,13,22.33,98.6,2.5,3.91,90.75,8.75,192,15,0.67,0,14.33,12.33,36.9,7.6,29.3,471
1,23,11,CML_91,86,89,80,0,21.6,N,N,1,11.06,32.15,?,14.83,3.42,13.75,12.83,21.33,92.7,2.5,3.74,83.5,8.5,211.5,16,1.67,0,16.67,8.67,31.03,12.3,18.73,392.9
1,23,12,LH225,66,68,100,0,?,N,Y,1,13.32,23.84,9.3,15.33,3.92,13.83,13.33,28.33,90.2,4,3.3,75,8.15,168.5,14.5,2.67,0,14,6.67,27.2,6.63,20.57,570.4
1,23,13,CO258,76,77,0,0,34.1,N,N,1,12.58,25.3,8.5,13.92,4,12.67,14.83,20.83,91,2.5,3.98,91.25,8.6,164,13.5,0.67,0,15,12,28.8,7.83,20.97,466.1
1,23,14,MS224,71,78,100,0,47.9,N,N,1,19.24,24.16,8.5,18.75,3.92,17.5,12.33,28.33,93.3,1.5,3.11,75.25,7.7,202.5,14,1.67,0,14.67,10.67,36.3,10.07,26.23,572.3
1,23,15,B97,76,78,100,0,38.2,N,N,1,15.74,30.69,8.6,13.5,4.17,13.42,13,24,99.4,3,?,66.75,10.3,179.5,13,2.67,0,14.33,12.67,31.2,7.6,23.6,622.9
