Replicate,Row,Column,GenotypeID,DaysToPollen,DaysToSilk,RootLodgingPct,StalkLodgingPct,LeafAngle,PoorGerm,PotentialPollenContamination,EarsPerPlant,CobWeightGrams,HundredKernelMassGrams,GrainPercentMoisture,EarLengthCM,EarWidthCM,EarFilledLengthCM,KernelRowNumber,KernelsPerRow,PercentFill,SouthernRustSeverityScore,LeafAreaIndex,LeafLengthCM,LeafWidthCM,PlantHeightCM,ExtantLeafNumber1,NodesWithBraceRoots,TillersPerPlant,ExtantLeafNumber2,BranchesPerTassel,TasselLengthCM,BranchZoneLengthCM,TasselSpikeLengthCM,TotalGrainMassGrams
1,13,28,GE54,77,82,0,100,31,N,N,1.125,10.51,20.16,?,10.5,3.5,9.67,15.67,17.17,92.1,1.5,4.19,86.5,10.7,162.5,12.5,1,0,18.33,21.33,28.77,14,14.77,373.3
1,13,1,NC362,77,79,0,5,20.8,N,N,1,10.42,21.66,9.8,12.17,3.42,11.83,13.33,19.67,97.2,0.5,4.1,87.75,6.4,192.5,15,2,0,15,5.33,39.13,5.93,33.2,300.2
1,14,2,PHK56,72,73,0,0,29.4,N,N,1,20.34,31.82,8.1,16.25,4.58,15.42,15,26.67,94.9,2,4.15,73,9.5,180,11,0.67,0,12.67,3.33,38.47,7.03,31.43,835.5
1,14,6,PHJ40,63,63,0,0,60.4,N,N,1,19.3,29.07,8.4,13.17,4.17,12.83,12.33,22.5,97.4,2,3.23,71.5,8.1,160,11.5,1,0.33,13,3.33,31.2,4.97,26.23,611.1
1,14,7,PHVA9,69,69,0,0,27.9,N,N,1,14.89,26.93,8.7,14.25,4.17,13.5,14.17,25.83,94.7,1.5,4.12,80.5,9.25,185.5,12,1,0,13.33,2.67,35.97,7.67,28.3,650.7
1,14,8,ND287,64,65,100,0,?,N,N,1.375,9.13,17.62,?,10.58,3.67,8.58,16.17,10.33,81.1,?,3.3,67,7.75,126.5,10.5,1.33,0,12,13.67,24.87,9,15.87,251.2
1,14,9,RS_710,63,65,0,0,45.9,N,N,1,12.48,23.29,7.9,11.5,4.08,10.17,14.83,17.67,88.4,?,3.27,61.25,9.25,135.5,11,1,0,12.67,4.67,19.83,4.2,15.63,434.6
1,14,10,L_155,67,68,0,0,?,N,N,1,14.19,21.56,9.4,13.67,4.17,12.25,14.67,28.33,89.6,1.5,3.79,77.25,7.5,159,11.5,1,0,13.67,5,33.13,8.23,24.9,577.1
1,14,11,DKPB80,77,76,100,0,24.9,N,N,1,13.6,18.94,8.8,12.83,4,12.25,17.5,26.83,95.5,1,3.16,80,9.1,190,13.5,2,0,14.33,6,22.87,7.23,15.63,692.1
1,14,12,ICI_986,71,72,100,0,35.5,N,N,1,19.67,25.04,7.6,16.17,4.25,14.42,14.67,27,89.2,1.5,?,80.25,8.75,167,12.5,1.67,0,13.67,7.67,31.5,9.43,22.07,580.8
1,14,13,A662,61,61,100,0,?,N,N,1,8.75,22.19,?,11.08,3.67,10.92,12,21.5,98.6,?,2.61,62.25,9.1,141,10,0.67,0,10,6.67,30.93,6.43,24.5,381.4
1,14,14,ND259,64,65,100,0,?,N,N,1,14.15,25.97,8.7,13,3.75,13,13.67,26.17,100,?,2.47,74.75,8.8,155,9.5,0.33,0,10.67,6.67,32.57,6.77,25.8,558.3
1,14,15,B108,77,77,100,0,36.7,N,N,1,14.8,19.57,?,14.67,4,13.42,13.67,30,91.5,2,4.1,80.5,9.5,198.5,15.5,2.67,0,16.67,11.67,26.07,7.83,18.23,418.8
1,14,16,PHJR5,71,72,100,0,37.3,N,N,1,20.59,22.63,8.7,14.83,4,14.42,16.33,29.17,97.2,2,4.47,76.75,9.45,201,12.5,1.67,0,14.33,4.33,44.23,13.93,30.3,802.6
1,14,17,B97,73,77,0,40,33.5,N,N,1,14.93,29.92,8.3,13.08,3.92,13.08,13.33,24.67,100,2,3.66,71.25,10.75,180,12.5,2.67,0,13.67,11.33,32.5,8,24.5,588.5
1,14,18,W605S,71,77,0,100,21.5,N,N,1.375,12.66,28.91,8.2,15.5,3.83,15.42,10.33,32.5,99.5,1.5,3.36,76.5,7.75,175,13,1,0,15,10.67,32.97,8.4,24.57,832.9
1,14,19,AusTRCF_306238,77,78,90,0,30.1,N,N,1,11.44,25.56,7.7,13.17,4.25,12.92,12.67,27,98.1,2,?,68,8.8,?,13,0,0,15.33,13.33,31.43,8.3,23.13,625.6
1,14,20,WXB6,77,79,0,0,40.1,N,N,1,14.59,18.45,?,14.08,3.42,12.08,14,24.33,85.8,2.5,4.16,82.5,7.65,172.5,13,1,0,14.67,15.33,36.7,10,26.7,447.9
1,14,21,CO256,73,78,0,0,36.7,N,N,1,14.01,21.63,8.4,13.17,3.5,11.67,13.83,18.33,88.6,2,4.55,79.5,9.45,135,12,1.67,0,14,10.33,32.93,8.07,24.87,321.7
1,14,22,PHJ70,77,77,100,0,22.4,N,N,1,23,21.6,8.6,12.33,4.25,12,21.17,25.17,97.3,2,2.32,71.5,9,172.5,13.5,2,0,15.33,7.33,29.33,6.73,22.6,722.8
1,14,23,Eng-Li_Chih,68,68,0,0,64,N,N,1,13.2,21.53,9.1,14.75,3.67,14.5,14.67,32,98.3,3,?,86,9.8,159.5,11,1,0,12,21,33.67,10.2,23.47,566.5
1,14,26,A682,68,68,100,0,54.2,N,N,1,14.03,31.92,7.6,17.67,4.08,17.08,10.33,30,96.7,1.5,3.22,71.5,9.45,172.5,11,0.67,0,12.67,7.33,39.7,5.33,34.37,739.5
1,14,27,MS106,72,75,0,2,32.8,N,Y,1,12.35,22.85,?,12.92,3.92,12.42,13.67,23,96.1,1.5,3.78,60,7.4,147.5,10.5,1.67,0,13.33,9.67,33.4,11.87,21.53,391.3
1,14,28,LH205,71,71,0,5,22.5,N,N,1,19.68,27.63,8,15.67,4.42,15.08,14.67,31,96.2,1.5,2.82,78,6.65,188.5,13,2,0,14,5,27.3,7.13,20.17,846.1
1,14,1,NC13,80,89,0,50,14.1,N,N,0.875,9.86,26.87,?,10,2.75,8.83,8.33,13.33,88.3,1.5,3.26,87.5,9.35,215,15,1.67,0,17,15,35.53,13.5,22.03,173.5
1,15,2,LH206,71,71,0,5,20.2,N,N,1,15.12,20.75,8.5,13.33,3.5,11.83,13,26.67,88.7,3,2.89,86.75,8,157,11,1.67,0,13,6.33,30.7,6.9,23.8,477.1
1,15,3,A155,64,66,80,0,53.3,N,N,1,11.47,21.78,9.2,9,4.33,8.92,16.17,18,99.1,1.5,2.87,65.5,8.1,156,10,0.67,0,10.67,9,30.6,8.77,21.83,441.1
1,15,4,PHMK0,81,85,0,0,19.5,N,N,1,11.14,20.68,9,14.75,3.33,14,14,25.5,94.9,2,3.92,74.5,9.65,208.5,15,1.67,0,17.67,10.33,35.63,8.83,26.8,595.7
1,15,5,LH149,68,69,0,0,41.6,N,N,1,15.8,19.24,8.8,12.67,3.58,12.5,15,31.67,98.7,1.5,2.55,63.5,8.65,173,12,2.67,0,13,6,31.3,8.33,22.97,748.4
1,15,7,CQ806,77,77,80,0,34,N,N,1,18.2,19.57,8.6,15.83,3.5,14.33,13.17,30.17,90.5,3,3.51,78.25,9.8,170.5,12.5,0.33,0,14.33,6.67,37.47,8.8,28.67,480
1,15,8,F44,86,92,20,0,31,N,N,0.875,5.06,13.88,?,9.33,2.92,8.33,12.17,15,89.3,2,3.78,88,8.7,207.5,16.5,2.33,0,17.67,17.67,37.47,13.53,23.93,165.9
1,15,9,LH196,73,72,0,20,20.5,N,N,1,16.96,21.26,8.1,15.21,3.92,14.04,15.75,24.33,92.3,2,3.65,82,7.6,184,12.5,1,0,14,6.67,31.57,7.4,24.17,738.4
1,15,10,W24,72,77,100,0,40.9,N,N,1,18.01,25.08,8.2,15.92,3.67,15.42,13.33,30.33,96.9,2,?,80.25,7.65,168.5,13.5,2,0,15.67,14.67,41.83,14.03,27.8,687.3
1,15,11,A374,68,71,100,0,?,N,N,0.75,14.89,27.63,?,14.25,3.58,13.25,13.67,19.67,93,2,?,93.25,7.5,170,12,1,0,13.33,14.67,36.13,12.57,23.57,459.3
1,15,12,ZS635,71,72,0,50,41.5,N,N,1,14.01,21.65,8.1,17.83,3.5,16.92,14.83,34,94.9,4,?,78,7.55,181,12.5,1.67,0,14,7,34.57,6.53,28.03,763.1
1,15,13,A659,70,73,80,0,22.9,N,N,1,23.1,29.23,8.5,13.33,4.17,12.08,15.67,21.67,90.6,2.5,3.86,88,9,180,10.5,1.33,0,12.67,16.67,33.87,10.97,22.9,615.4
1,15,14,J8606,73,77,0,10,16.7,N,N,1,15.61,27.41,7.6,10.5,4,10.33,12.67,24.83,98.4,2.5,3.45,77.75,7.55,194.5,12,1.33,0,12.67,7.67,39.13,12.53,26.6,662.6
1,15,16,S8326,75,77,100,0,36.6,N,N,1.125,11.31,21.4,7.9,14.5,3.33,13.92,13,30.17,96,2,3.49,80.25,8.95,175,11.5,0.33,0,14.33,14.67,27.73,9.37,18.37,713.4
1,15,17,R197,75,75,100,0,35.5,N,N,1,10.79,24.76,9.3,13.92,3.5,12.25,10.83,26.33,88,2,3.72,83.75,8.85,195,13,2.33,0.67,15,13.33,36,13.17,22.83,508.2
1,15,18,B97,75,76,100,0,25.4,N,N,1,15.54,30.17,8.2,12.33,3.75,12.33,13,25.17,100,2,3.66,69.5,10.1,181,13,3.33,0,14.67,14,34.87,8.8,26.07,586.1
1,15,19,T8,81,75,100,0,27.3,N,N,1,10.04,23.87,?,13.75,3,13.08,10.33,25,95.1,1.5,?,86.5,8.25,200,14.5,2.33,0,17.33,16.33,32.5,9.3,23.2,462.6
1,15,20,R4,75,81,100,0,26.8,N,N,1,15.47,15.42,?,15.25,3.08,14.83,15.67,32.67,97.2,1.5,3.75,72,8.4,197.5,13,1,0,13.67,7.67,35.3,7.2,28.1,410
1,15,21,B97,75,77,100,0,28.2,N,N,1,15.2,29.37,8.2,12.5,3.58,12.42,12.67,24.83,99.4,2,3.88,68,10.75,171.5,13.5,2.67,0,14.67,13.33,35.37,8.6,26.77,533.6
1,15,22,P39,68,72,0,90,?,N,N,1,13.08,15.59,7.6,15.17,3.42,13.92,12.17,21.83,91.8,?,3.55,80,7,149,11.5,1,0,14.67,22.67,32.47,14.3,18.17,411.1
1,15,23,B97,73,77,95,0,27.6,N,N,1,18.36,28.11,8.9,13.67,3.67,13.33,13.33,27.33,97.5,2.5,3.7,71,9.85,196,13,2,0.33,14.67,13.33,36.17,10.03,26.13,716.2
1,15,24,B97,77,79,100,0,36.1,N,N,1,14.57,27.77,8.7,12.5,3.67,12.5,12.67,25.5,100,2,4.58,78.5,10.35,160,11,2.33,0,14.33,11.33,35.2,6.43,28.77,572.3
1,15,25,MS132,77,77,100,0,30.2,N,N,1,16.7,22.07,8.1,14.75,3.33,13.67,14.33,24,92.7,2.5,4.47,70.25,9.5,160,12.5,1.33,0,16.67,11,32.23,10.2,22.03,475.2
1,15,26,A322,68,68,0,100,45.5,N,N,1,18.03,26.57,8.4,13.75,3.42,13.08,12.33,29.5,95.1,2,2.78,63.5,8,171,12.5,1,0,14,11.67,30.93,9.37,21.57,729.3
1,15,27,Mo47,73,77,100,0,56.8,N,N,1,12.66,21.31,?,11.67,3.5,10.83,14.83,19.17,92.8,1,4.52,95.5,8,187.5,12,1.33,0,14,13.33,37.47,11.53,25.93,386.2
1,15,28,N218,77,77,50,0,30.8,N,N,1,16.53,20.43,7.7,16.75,4,15.17,14.5,23.17,90.6,1,3.97,87,7.25,183.5,14,1,0,16,5.67,35.6,8.6,27,432.4
1,15,1,Mp339,84,86,0,50,31,N,N,1,12.15,31.49,?,11.58,3,8.07,10.83,9.33,69.7,1,3.78,63,9.5,194,16,1,0,13.67,4.67,30.07,5.4,24.67,159.7
1,16,2,HP72-11,77,81,0,10,19.4,N,N,1,8.64,9.78,?,13.42,3,12.5,11.33,27.83,93.1,1,3.16,86.5,7.55,172.5,11.5,0.67,0,14.67,15.33,35.67,14.77,20.9,237.4
1,16,3,LH162,65,67,0,0,?,N,N,1,10.52,21.15,7.5,14.08,3.92,13.33,11.67,29.33,94.7,?,3.52,73.5,6.75,157.5,10,0,0,10,11,32.47,11.1,21.37,560
1,16,4,B101,77,81,0,0,22.9,N,N,1,19.96,17.59,9.7,13.83,3.83,13.5,16.5,26,97.6,2,3.81,79,9.3,176,14.5,1.33,0,16,24,34.2,12.33,21.87,404.4
1,16,5,CM37,60,61,0,0,?,N,N,1.125,6.58,25.34,?,10.17,3.08,9.92,11.17,16.17,97.5,?,3.43,69.5,7.5,106.5,7.5,1,0,7.67,4,40.27,8.5,31.77,266.1
1,16,6,K148,77,81,100,0,27.9,N,Y,1,12.56,15.68,?,13.5,3.6,11.5,11,21,85.2,3,?,83.25,6.55,150,11.5,3,0,16.33,12.33,29.03,9.27,19.77,265
1,16,7,B97,73,77,100,50,23.6,N,Y,1,15.25,27.03,8.6,12.58,3.5,12.33,13.33,24.67,98,3,4.57,66.5,9.05,168.5,12.5,1,0,14.33,12.33,33.97,7.6,26.37,600.9
1,16,8,L_127,66,67,0,0,37.1,N,N,1,11.01,22.95,?,12.58,3.5,10.58,13,22.33,84.1,4.5,3.57,74.5,7.3,145,11.5,1,0,13.33,14.33,30.47,12.3,18.17,512.9
1,16,9,FBLL,73,73,0,5,31.9,N,N,1,14.38,20.84,9.1,13.5,4.25,12.67,16.5,26.83,93.9,1.5,3.59,78.25,7.95,182,13,1.33,0,12.33,5.67,21.77,8.03,13.73,685.1
1,16,10,W602S,69,73,100,50,37.8,N,N,1,8.09,22.7,?,10.08,3.33,10,13.33,20.33,99.2,2,4.22,62.5,7.3,166,12.5,2,0,14,9,28.1,9.03,19.07,468.8
1,16,12,A12,65,66,100,0,?,N,N,1,18.01,26.71,?,10.92,4.17,10,15,21.67,91.6,?,2.56,73.75,7.6,172.5,13,1.67,0,14.33,9.33,36.93,8.93,28,423.6
1,16,13,LH167,69,69,100,0,26.5,N,N,1,9.98,26.83,8.2,14.83,3.92,12.92,11.5,24,87.1,2.5,3.34,72.25,10,161.5,11,0.67,0,9.67,5.33,34.87,6.4,28.47,668.6
1,16,14,DK8M129,71,73,100,0,29.9,N,N,1,16.02,23.01,8.6,13.17,4,12.83,14.67,33.17,97.4,1.5,3.25,71,8.05,180,12.5,1.67,0,14.67,8.67,29.37,6.53,22.83,862.5
1,16,15,NKNP901,71,77,0,20,19.4,N,N,1,18.56,25.94,8.3,15,4.58,14.08,15.67,26.17,93.9,2.5,3.84,81,7.9,191.5,12,1.67,0,13.67,9.67,31.27,11.83,19.43,695.3
1,16,16,B57,71,77,100,0,41.4,N,N,1,15.34,29.15,9,12,4.5,11.83,14.67,23.5,98.6,3,5.66,82.75,8,162,12,1.67,0,14.67,21,35.67,14.27,21.4,626
1,16,17,A674,68,68,5,0,34.6,N,N,1,11.68,21.86,8.9,15,4.25,13.5,13.67,25.5,90,2,3.7,74.5,8.7,169,11.5,1,0,13,6,31.77,6.8,24.97,516.2
1,16,18,NC342,75,77,100,0,21.3,N,N,1,15.03,24.4,7.7,13.83,4,13,13.83,23.33,94,1,4.79,85.75,9.2,192.5,15.5,1.33,0,16,8.33,32.37,8.2,24.17,532.3
1,16,19,B97,73,77,100,0,51.1,N,N,1,15.41,24.61,8.6,13.67,4.25,13.25,13.67,24.83,96.9,2.5,3.5,70,9.75,181,12,2,0,11.67,11,32,7.5,24.5,600.2
1,16,20,B109,78,77,0,0,30.4,N,N,1,12.95,20.81,8.6,13.33,4.33,12.58,14.5,29.33,94.4,1.5,4.43,78,9.25,202.5,13.5,3,0,16,9.67,28.67,9.77,18.9,688.6
1,16,21,MS222,64,65,0,0,35.5,N,N,1,15.08,18.71,8.2,17.67,4.17,15.92,15,30.83,90.1,2,5.14,72,8.2,162,13.5,0.67,0,14,9,26.7,7.25,19.45,679.8
1,16,22,Fe,82,83,0,100,10.6,N,N,0.875,22.56,21.29,8.6,14.42,4.33,13.08,15,23.5,90.7,2,2.75,65.5,4.75,155,13,2,0,15.33,18.67,25.8,10.67,15.13,345.1
1,16,23,ND283,69,69,0,100,?,N,N,1,8.14,23.22,?,10.58,3.25,9.92,11.17,14.5,93.8,?,3.21,55.5,7.2,151,13,1.33,0,13.67,17,25.03,11.7,13.33,229.9
1,16,24,A,68,69,0,100,58.9,N,N,1,10.9,26.63,?,12.67,3.83,11.58,12.67,16.67,91.4,2,3.72,85,7.45,200.5,15.5,3,0,18,15,32.63,10.97,21.67,318.1
1,16,25,PHBW8,77,77,100,0,35.4,N,N,1,24.93,33.27,8.2,18.92,4.08,17.58,12.67,33.83,92.9,2,3.77,77.5,7.85,186.5,12,1,0,16.33,15.33,33.2,12.13,21.07,1059
1,16,26,Yu796_NS,69,71,0,5,27,N,N,1,13.75,27.86,8.4,11,4.17,10.92,11.83,25.33,99.3,3,5.32,72,9.5,157,10.5,2,0,14.33,7.67,33.9,9.77,24.13,584.9
1,16,27,H49,77,77,0,100,55.2,N,N,1,8.41,21.46,9.3,11.67,4.25,9.58,17.33,21.83,82.1,3,4.66,81,7.9,185,15.5,1,0,15,12.67,26.43,10.8,15.63,524.5
1,16,28,LH54,69,71,0,0,39.7,N,N,1.125,12.66,29.78,7.9,16.58,4,15.17,10.33,25.33,91.5,2,3.96,63.5,8.4,146,10,2,0,12.33,4.67,33.03,6.77,26.27,663.9
1,16,1,B97,72,77,100,0,45.5,N,N,1,16.56,29.66,8.9,13.08,4,12.83,13,24.33,98.1,2.5,3.25,67,9.9,168.5,12,2.67,0,14,14.33,35.07,8.57,26.5,711.8
1,17,2,MS225,71,78,100,60,38.3,N,N,0.625,22.48,31.69,?,18,3.4,10.3,10,23.8,57.2,3,?,93.75,8.45,185,13.5,4,0,15.33,22.67,37.03,15.3,21.73,195
1,17,4,PHEW7,72,72,0,0,33.6,N,N,1,15.5,28.57,8.5,14.33,4.08,13.92,14.67,23.17,97.1,2,3.38,88.75,9.15,189.5,13,1.33,0,15.33,4,34.9,7.47,27.43,650.5
1,17,6,Huobai,80,77,100,0,24.5,N,N,1.875,9.19,21.69,8.9,11.92,3.83,11.83,12.67,22,99.2,1.5,2.91,72.75,8.9,200,17,4.67,0,16,13,30.2,7.93,22.27,731.1
1,17,7,NC304,81,86,100,0,30.8,N,N,1,9.89,25.04,?,10.17,3.58,9.25,10.67,17,91,1,2.81,95.5,6.3,157.5,14,0.67,0,16.67,13.67,34.2,12.03,22.17,290.4
1,17,8,LH123HT,77,77,50,0,25.1,N,N,1,18.68,23.96,9.2,14.33,4.17,14.08,13.33,31,98.3,3,3.55,72.25,8.4,205,15,2.67,0,16.33,6.33,35.4,7.17,28.23,687.1
1,17,9,PHGG7,64,65,0,100,?,N,N,1,9.72,23.73,8.3,11.25,3.58,10.58,13.67,19.5,94,?,2.85,77.5,5.85,205.5,12.5,1.33,0,14,15.67,35.73,15.37,20.37,434
1,17,10,Ky21,81,88,100,90,11.3,N,N,1,9.05,20.74,10.2,9.25,3.83,8.75,15,17,94.6,2,3.87,80,10.4,201,16,2.33,0,18,22.67,30.7,15.27,15.43,296.8
1,17,12,LH156,77,79,0,50,22.4,N,N,1,11.23,25.84,8.8,13.92,3.67,12.75,13.17,24.33,91.6,1.5,3.79,84.25,9.15,165,12.5,0.67,0,14.67,11.33,39,11.63,27.37,556.8
1,17,13,B79,75,75,100,0,33.2,N,N,1,13.99,21.92,8.7,11.75,3.75,10.58,16.33,20.17,90,1,?,76,8.5,149,13.5,2.33,0,15.33,11,34.27,9.7,24.57,511.6
1,17,14,DK83IBI3,66,69,0,0,21,N,N,1,11.85,26.33,8.9,14.83,3.75,13.83,13,25.67,93.3,2.5,3.6,75.5,7.85,169,11.5,0.67,0,14,11.33,31.47,9.5,21.97,679.7
1,17,15,MBPM,77,77,0,0,26.5,N,N,1,10.78,19.29,8.9,13.75,3.67,13.33,15.33,23.83,96.9,2.5,3.65,70,8.8,192.5,11.5,0.33,0,14.67,5.67,28.47,7.23,21.23,523
1,17,17,B10,77,84,100,50,30.4,N,N,1,21.69,22.63,9.8,18.08,3.92,14.58,12.67,23.33,80.6,1.5,5.05,94.5,9.2,215,17,1.67,0,18,16,35.27,11.97,23.3,481.7
1,17,19,PHR25,63,63,0,0,61.7,N,N,1,12.76,31.45,?,8.42,4.25,8.33,17.67,14.67,98.9,3,3.12,67,8.55,170,11,0.67,0,13,11,26.13,7.23,18.9,504
1,17,20,W814G,73,77,0,0,24.1,N,N,1,15.61,21.84,?,13,3.92,9.58,15.67,24.33,73.7,1,3.27,68.25,7.85,133,10.5,1.33,0,13.67,2,33.17,2.43,30.73,477
1,17,21,A654,64,64,0,0,27.1,N,Y,1,10.26,33,?,10.42,3.58,10,11,16.5,96,3.5,1.91,52,8.2,134,10,1,0,11.33,5.67,26.13,7.6,18.53,415.8
1,17,22,B97,72,77,100,0,48.2,N,N,1,17.08,28.41,8.8,13.5,3.92,13.25,13,24,98.1,3,3.25,63.25,9.75,173.5,13,2.67,0.33,14.33,17.33,35.17,10.5,24.67,706
1,17,23,ND262,61,60,0,0,51.6,N,N,1,13.02,24.22,?,11.58,3.58,11.17,14.33,19.67,96.5,?,3.05,58,7.2,109,9.5,1,0,12.33,14.33,29.87,10.5,19.37,464.8
1,17,24,B97,78,77,100,0,32.1,N,N,1,15.86,27.13,9.2,13.25,3.75,12.75,13.33,22.33,96.2,3,3.86,76.25,10.25,170.5,12,2.33,0,14,10.67,35.6,7.83,27.77,610.4
1,17,25,Va22,77,79,100,0,36,N,N,1,16.75,22.14,?,16.33,3.33,15.58,12.17,29,95.4,2.5,4.74,71.25,10.45,160,16,3.33,0,16.33,23,30.57,9.33,21.23,496.2
1,17,26,PHN66,77,77,0,60,32.5,N,N,1,11.23,24.34,8.8,12.83,3.92,12.5,12.67,25.17,97.4,2.5,4.42,73,8.3,187.5,14,1.67,0,16.33,3.67,33.43,2.6,30.83,650.1
1,17,27,H71,77,77,100,0,29.5,N,N,1,19.38,28.79,8.9,13.92,3.67,12.83,13.5,20.67,92.2,2,3.75,76.25,9.7,201,14.5,2.67,0,17,18,30.23,13.37,16.87,518.1
1,17,28,B107,71,77,0,5,38.5,N,N,1,14.93,34.47,8.4,14.17,3.67,13.42,11.17,21.33,94.7,3,4.05,86,10,191,11.5,1.67,0,13.67,7,27.4,11.07,16.33,571
1,17,1,PHN34,77,77,0,0,27.6,N,N,1,19.87,21.11,9,14.17,3.67,13.25,12.67,28.33,93.5,0.5,3.05,82.75,7.55,192.5,13.5,2.67,0,14.67,18.67,36.23,13.07,23.17,593.3
1,18,2,LH218,77,77,0,0,33.3,N,N,1,25.06,36.64,8.9,19.08,3.67,18.33,10,32.5,96.1,1.5,3.04,77.5,10.25,215,13,2.33,0,14.67,4.33,40.77,6.53,34.23,895.1
1,18,3,PHR55,75,77,0,0,19.9,N,N,1,13.44,18.9,?,14.08,4.25,13.17,16.33,26.33,93.5,1.5,3.45,85.5,8.2,175,12.5,1.33,0,14.67,12,33.97,8.43,25.53,456.9
1,18,4,LH128,75,77,0,0,24.8,N,N,1,12.17,25.92,8.6,12.83,3.58,12.42,12.67,26,96.8,2,3.01,75.25,7.55,167.5,13,1.67,0,15,5.67,29.9,6.9,23,622.2
1,18,6,Va14,77,86,0,0,29.5,N,N,0.875,7.38,18.48,?,10.08,3,7.83,10.33,10.5,77.7,2,4.1,89.75,7.8,163.5,13.5,1,0,15.33,13.67,39.67,11.47,28.2,66.4
1,18,7,CO117,61,63,0,0,29.9,N,N,1,9.64,30.96,?,7.92,3.33,7,11.17,10.33,88.4,2.5,3.2,55.25,5.5,132.5,8,0,0,10.67,3.33,28.63,2.37,26.27,193.3
1,18,8,PHTM9,65,65,0,0,31,N,Y,1,8.58,26.8,8.8,12.5,3.33,12.33,13,26,98.6,?,2.83,75.25,8.55,184,11,1,0,12.33,3.67,27.47,4.4,23.07,611.1
1,18,9,Va102,73,77,0,0,28,N,N,1,24,31.23,9,15.75,3.67,14.5,11.67,25.83,92.1,1,?,71.25,9.8,175,11,1.67,0,13.33,7.33,41.33,10.23,31.1,558.4
1,18,10,NC302,77,80,100,0,26.8,N,N,1,8.17,32.97,?,13.08,3.25,12.5,10,21.17,95.6,0.5,2.72,81.75,6.85,172.5,14,0.67,0,16.67,12.33,34.6,10.9,23.7,414.5
1,18,11,Pa91,77,81,0,5,33.5,N,Y,1,17.13,23.3,8.6,15.17,3.5,14.67,14,27,96.7,2.5,4.06,103.5,8.7,205.5,12,1.67,0,14.67,12.33,41.03,13.53,27.5,591
1,18,12,LH200,71,73,0,5,31.9,N,N,1,14.53,26.66,9.3,12.75,3.83,12.42,15,24.5,97.4,2.5,3.05,78.25,8.5,171,12,1.67,0,13,4,31.5,7.87,23.63,684.2
1,18,13,W117HT,64,66,0,0,54.4,N,N,1,6.22,32.69,?,9.08,3.33,6.17,12.17,7.33,68,?,2.78,62.25,6.45,111.5,8.5,2,0,10.67,10.33,34.27,12.6,21.67,187.2
1,18,14,DK8F196,73,77,0,50,19.8,N,N,1,20.27,15.91,9.7,16.25,3.75,14.5,18,32,89.2,2,3.22,84.25,7.8,200.5,12.5,2,0,13.67,6,39.37,12.77,26.6,668.7
1,18,15,B97,72,77,100,0,41,N,N,1,17.97,29.48,9,14.17,3.75,13.83,13.33,26.5,97.6,2.5,3.94,68.5,10.25,179,13,3,0,14,13.33,34.17,8.03,26.13,766.8
1,18,16,IDS69,77,81,0,100,36.4,N,N,1,6.94,12.05,?,12.92,2.25,12.25,12.17,26.83,94.8,1,3.33,82,6.85,147.5,12.5,1,0,15.67,20.67,29.8,11.6,18.2,280.8
1,18,17,H113,71,77,0,0,20.2,N,N,1,8.53,24,?,8.67,3.42,8.33,15.33,18.67,96.1,2,4.45,76.5,7.75,161,12,2.33,0,14,10.67,44.87,10.07,34.8,318.4
1,18,18,W818G,81,85,100,0,20.8,N,Y,1,11.06,23.78,?,10.92,3.25,9.83,12.17,22,90,2,3.06,86.5,8.9,220,16.5,1.67,0,19,10.33,28.37,9.8,18.57,464.1
1,18,19,B97,73,77,100,0,32.2,N,N,1,17.63,28.09,8.8,14.17,3.75,14,15,28.33,98.8,3.5,3.16,73.25,9.75,185,13.5,2.33,0,14.67,13.33,30.53,8.27,22.27,670.6
1,18,20,Mo13,85,90,0,5,10.9,N,N,1,8.21,22.03,9.4,11.92,3.25,11.5,11.67,23.5,96.5,2,3.61,82.5,9,197.5,14,1,0,17.67,12.33,30.67,7.07,23.6,336.4
1,18,21,MS72,68,73,100,0,54.5,N,N,1,8.47,26.39,?,11.17,3.17,7.33,7.33,14,65.6,2,3.31,75.25,7.85,185,13,1.33,0,15.33,14.67,31.17,8.83,22.33,393.1
1,18,22,CML_218,91,93,0,0,46.2,N,Y,1,11.61,22.77,?,11.75,3,11.58,11.33,17.17,98.6,0.5,3.29,113,10.6,238,17.5,1.33,0,17.67,14.67,34.87,16,18.87,202.2
1,18,23,PHT55,77,79,0,0,14.6,N,N,1,17.29,22.12,8.5,16.58,3.92,15.33,14.33,29.33,92.5,2.5,2.56,78.5,8.85,202.5,13,1.67,0,15.33,4,35.13,6.9,28.23,571.7
1,18,24,ND265,67,67,0,100,49.6,N,N,1.25,11.25,24.42,8.6,16.5,3.83,14.83,12,25.17,89.9,4,3.16,62.5,7.95,149,10.5,0.67,0,12.33,12,30.67,9.67,21,511.2
1,18,25,W601S,75,77,0,100,45.5,N,N,1,12.1,25.65,?,12,3.17,11.67,10.17,19.67,97.3,2,3.41,70.5,8.65,138.5,10,1.33,0,13,8.67,33.03,11.23,21.8,352.5
1,18,26,WIL500,77,79,0,50,24.6,N,N,1,19.07,25.13,?,15.08,4,11.5,14,15.17,76.3,2.5,3.61,82,7.75,123.5,12,1.33,0,15,13,24.83,9.47,15.37,301.7
