Rep,GenotypeID,PI,Anthesis,AnthesisGDD,Silking,SilkingGDD,ASI_NEW,ASIGDD_NEW,Env
2,LH198,PI557563,NA,NA,NA,NA,NA,NA,MI2021
1,LH198,GetFrom2021file,73,1533,73,1533,0,0,NE2020
2,LH198,GetFrom2021file,73,1533,76,1615,-3,-82,NE2020
1,LH198,PI 557563,71,1481,72,1505,-1,-24,NE2021
2,LH198,MN20_1246,68,1407,69,1430.5,-1,-23.5,NE2021
1,LH199,PI557566,63,1315.4,65,1364.9,-2,-49.5,MI2020
2,LH199,PI557566,62,1289.4,65,1364.9,-3,-75.5,MI2020
1,LH199,PI557566,84,1625.4,85,1645.95,-1,-20.55,MI2021
2,LH199,PI557566,80,1554.8,81,1569.4,-1,-14.6000000000001,MI2021
1,LH199,GetFrom2021file,71,1472.5,72,1501,-1,-28.5,NE2020
2,LH199,GetFrom2021file,73,1533,76,1615,-3,-82,NE2020
1,LH199,PI 557566,68,1407,72,1505,-4,-98,NE2021
2,LH199,EL19_6291,68,1407,73,1527,-5,-120,NE2021
1,LH200,PI564541,62,1289.4,67,1403.7,-5,-114.3,MI2020
2,LH200,PI564541,62,1289.4,69,1440.6,-7,-151.2,MI2020
1,LH200,PI564541,80,1554.8,83,1605.15,-3,-50.3500000000001,MI2021
2,LH200,PI564541,80,1554.8,83,1605.15,-3,-50.3500000000001,MI2021
1,LH200,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,LH200,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
1,LH200,PI 564541,67,1378,68,1407,-1,-29,NE2021
2,LH200,EL19_6226,68,1407,73,1527,-5,-120,NE2021
1,LH202,PI539924,58,1198.25,63,1315.4,-5,-117.15,MI2020
2,LH202,PI539924,60,1241.35,63,1315.4,-3,-74.0500000000002,MI2020
1,LH202,PI539924,72,1386.65,74,1433.9,-2,-47.25,MI2021
2,LH202,PI539924,83,1605.15,83,1605.15,0,0,MI2021
1,LH202,GetFrom2021file,69,1427,73,1533,-4,-106,NE2020
2,LH202,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
1,LH202,PI 539924,63,1288.5,68,1407,-5,-118.5,NE2021
2,LH202,MN20_1209,63,1288.5,66,1354.5,-3,-66,NE2021
1,LH204,PI537098,63,1315.4,65,1364.9,-2,-49.5,MI2020
2,LH204,PI537098,64,1339.05,65,1364.9,-1,-25.8500000000001,MI2020
1,LH204,PI537098,80,1554.8,85,1645.95,-5,-91.1500000000001,MI2021
2,LH204,PI537098,78,1526.3,78,1526.3,0,0,MI2021
1,LH204,GetFrom2021file,69,1427,72,1501,-3,-74,NE2020
2,LH204,GetFrom2021file,71,1472.5,75,1587.5,-4,-115,NE2020
1,LH204,PI 537098,68,1407,68,1407,0,0,NE2021
2,LH204,MN20_1267,66,1354.5,70,1454,-4,-99.5,NE2021
1,LH205,PI537099,62,1289.4,63,1315.4,-1,-26,MI2020
2,LH205,PI537099,62,1289.4,63,1315.4,-1,-26,MI2020
1,LH205,PI537099,83,1605.15,87,1698.6,-4,-93.4499999999998,MI2021
2,LH205,PI537099,80,1554.8,81,1569.4,-1,-14.6000000000001,MI2021
1,LH205,GetFrom2021file,71,1472.5,71,1472.5,0,0,NE2020
2,LH205,GetFrom2021file,72,1501,75,1587.5,-3,-86.5,NE2020
1,LH205,PI 537099,67,1378,68,1407,-1,-29,NE2021
2,LH205,MN20_1379,68,1407,68,1407,0,0,NE2021
1,LH206,PI538010,61,1263.15,61,1263.15,0,0,MI2020
2,LH206,PI538010,65,1364.9,67,1403.7,-2,-38.8,MI2020
1,LH206,PI538010,81,1569.4,83,1605.15,-2,-35.75,MI2021
2,LH206,PI538010,81,1569.4,81,1569.4,0,0,MI2021
1,LH206,GetFrom2021file,71,1472.5,71,1472.5,0,0,NE2020
2,LH206,GetFrom2021file,72,1501,75,1587.5,-3,-86.5,NE2020
1,LH206,PI 538010,68,1407,68,1407,0,0,NE2021
2,LH206,MN20_1343,71,1481,72,1505,-1,-24,NE2021
1,LH208,PI547088,67,1403.7,70,1462.2,-3,-58.5,MI2020
2,LH208,PI547088,68,1421.3,70,1462.2,-2,-40.9000000000001,MI2020
1,LH208,PI547088,84,1625.4,88,1725.55,-4,-100.15,MI2021
2,LH208,PI547088,83,1605.15,85,1645.95,-2,-40.8,MI2021
1,LH208,GetFrom2021file,73,1533,77,1640.5,-4,-107.5,NE2020
2,LH208,GetFrom2021file,76,1615,78,1669,-2,-54,NE2020
1,LH208,PI 547088,71,1481,73,1527,-2,-46,NE2021
2,LH208,MN20_1437,72,1505,73,1527,-1,-22,NE2021
1,LH209,PI554612,62,1289.4,63,1315.4,-1,-26,MI2020
2,LH209,PI554612,62,1289.4,62,1289.4,0,0,MI2020
1,LH209,PI554612,78,1526.3,78,1526.3,0,0,MI2021
2,LH209,PI554612,81,1569.4,81,1569.4,0,0,MI2021
1,LH209,PI 554612,66,1354.5,66,1354.5,0,0,NE2021
2,LH209,MN20_1765,64,1313,65,1334.5,-1,-21.5,NE2021
1,LH210,PI537100,70,1462.2,71,1476.5,-1,-14.3,MI2020
2,LH210,PI537100,72,1488.75,76,1562.6,-4,-73.8499999999999,MI2020
1,LH210,PI537100,88,1725.55,90,1780.95,-2,-55.4000000000001,MI2021
2,LH210,PI537100,88,1725.55,88,1725.55,0,0,MI2021
1,LH210,GetFrom2021file,76,1615,76,1615,0,0,NE2020
2,LH210,GetFrom2021file,79,1699.5,81,1760,-2,-60.5,NE2020
1,LH210,PI 537100,74,1551,75,1574.5,-1,-23.5,NE2021
2,LH210,MN20_1688,76,1600.5,77,1629,-1,-28.5,NE2021
1,LH211,PI537101,67,1403.7,69,1440.6,-2,-36.8999999999999,MI2020
2,LH211,PI537101,70,1462.2,71,1476.5,-1,-14.3,MI2020
1,LH211,PI537101,88,1725.55,90,1780.95,-2,-55.4000000000001,MI2021
2,LH211,PI537101,82,1585.25,83,1605.15,-1,-19.9000000000001,MI2021
1,LH211,GetFrom2021file,76,1615,76,1615,0,0,NE2020
2,LH211,GetFrom2021file,76,1615,76,1615,0,0,NE2020
1,LH211,PI 537101,73,1527,73,1527,0,0,NE2021
2,LH211,MN20_1586,72,1505,73,1527,-1,-22,NE2021
1,LH212Ht,PI547089,69,1440.6,72,1488.75,-3,-48.1500000000001,MI2020
2,LH212Ht,PI547089,66,1385.4,69,1440.6,-3,-55.1999999999998,MI2020
1,LH212Ht,PI547089,88,1725.55,90,1780.95,-2,-55.4000000000001,MI2021
2,LH212Ht,PI547089,87,1698.6,88,1725.55,-1,-26.95,MI2021
1,LH212Ht,GetFrom2021file,73,1533,73,1533,0,0,NE2020
2,LH212Ht,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
1,LH212Ht,PI 547089,68,1407,73,1527,-5,-120,NE2021
2,LH212Ht,MN20_1691,70,1454,73,1527,-3,-73,NE2021
1,LH213,PI547090,67,1403.7,71,1476.5,-4,-72.8,MI2020
2,LH213,PI547090,65,1364.9,69,1440.6,-4,-75.6999999999998,MI2020
1,LH213,PI547090,80,1554.8,81,1569.4,-1,-14.6000000000001,MI2021
2,LH213,PI547090,83,1605.15,89,1754.5,-6,-149.35,MI2021
1,LH213,GetFrom2021file,73,1533,78,1669,-5,-136,NE2020
2,LH213,GetFrom2021file,75,1587.5,78,1669,-3,-81.5,NE2020
1,LH214,PI555660,67,1403.7,70,1462.2,-3,-58.5,MI2020
2,LH214,PI555660,67,1403.7,70,1462.2,-3,-58.5,MI2020
1,LH214,PI555660,91,1807.4,91,1807.4,0,0,MI2021
2,LH214,PI555660,88,1725.55,90,1780.95,-2,-55.4000000000001,MI2021
1,LH214,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
2,LH214,GetFrom2021file,76,1615,79,1699.5,-3,-84.5,NE2020
1,LH214,PI 555660,72,1505,75,1574.5,-3,-69.5,NE2021
2,LH214,MN20_1532,72,1505,73,1527,-1,-22,NE2021
1,LH215,PI552815,65,1364.9,67,1403.7,-2,-38.8,MI2020
2,LH215,PI552815,61,1263.15,67,1403.7,-6,-140.55,MI2020
1,LH215,PI552815,80,1554.8,83,1605.15,-3,-50.3500000000001,MI2021
2,LH215,PI552815,81,1569.4,88,1725.55,-7,-156.15,MI2021
1,LH215,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,LH215,GetFrom2021file,77,1640.5,79,1699.5,-2,-59,NE2020
1,LH215,PI 552815,72,1505,73,1527,-1,-22,NE2021
2,LH215,MN20_1463,70,1454,73,1527,-3,-73,NE2021
1,LH216,PI557569,67,1403.7,68,1421.3,-1,-17.5999999999999,MI2020
2,LH216,PI557569,67,1403.7,67,1403.7,0,0,MI2020
1,LH216,PI557569,86,1670.4,87,1698.6,-1,-28.1999999999998,MI2021
2,LH216,PI557569,88,1725.55,89,1754.5,-1,-28.95,MI2021
1,LH216,GetFrom2021file,75,1587.5,77,1640.5,-2,-53,NE2020
2,LH216,GetFrom2021file,75,1587.5,77,1640.5,-2,-53,NE2020
1,LH216,PI 557569,72,1505,75,1574.5,-3,-69.5,NE2021
2,LH216,MN20_1581,68,1407,73,1527,-5,-120,NE2021
1,LH217,PI564540,64,1339.05,66,1385.4,-2,-46.3500000000001,MI2020
2,LH217,PI564540,65,1364.9,65,1364.9,0,0,MI2020
1,LH217,PI564540,78,1526.3,78,1526.3,0,0,MI2021
2,LH217,PI564540,74,1433.9,75,1458.25,-1,-24.3499999999999,MI2021
1,LH217,GetFrom2021file,71,1472.5,71,1472.5,0,0,NE2020
2,LH217,GetFrom2021file,72,1501,73,1533,-1,-32,NE2020
1,LH217,PI 564540,65,1334.5,67,1378,-2,-43.5,NE2021
2,LH217,MN20_1402,65,1334.5,66,1354.5,-1,-20,NE2021
1,LH218,PI574390,66,1385.4,66,1385.4,0,0,MI2020
2,LH218,PI574390,66,1385.4,66,1385.4,0,0,MI2020
1,LH218,PI574390,88,1725.55,90,1780.95,-2,-55.4000000000001,MI2021
2,LH218,PI574390,86,1670.4,87,1698.6,-1,-28.1999999999998,MI2021
1,LH218,GetFrom2021file,77,1640.5,77,1640.5,0,0,NE2020
2,LH218,GetFrom2021file,76,1615,78,1669,-2,-54,NE2020
1,LH218,PI 574390,72,1505,71,1481,1,24,NE2021
2,LH218,MN20_1642,73,1527,73,1527,0,0,NE2021
1,LH220Ht,PI538011,60,1241.35,59,1221.7,1,19.6499999999999,MI2020
2,LH220Ht,PI538011,58,1198.25,60,1241.35,-2,-43.0999999999999,MI2020
1,LH220Ht,PI538011,77,1509.25,78,1526.3,-1,-17.05,MI2021
2,LH220Ht,PI538011,80,1554.8,81,1569.4,-1,-14.6000000000001,MI2021
1,LH220Ht,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,LH220Ht,GetFrom2021file,73,1533,73,1533,0,0,NE2020
1,LH220Ht,PI 538011,64,1313,66,1354.5,-2,-41.5,NE2021
2,LH220Ht,MN20_1223,66,1354.5,66,1354.5,0,0,NE2021
1,LH222,PI559375,59,1221.7,60,1241.35,-1,-19.6499999999999,MI2020
2,LH222,PI559375,59,1221.7,60,1241.35,-1,-19.6499999999999,MI2020
1,LH222,PI559375,107,2181.1,109,2231.95,-2,-50.8499999999999,MI2021
2,LH222,PI559375,70,1339.35,74,1433.9,-4,-94.5500000000002,MI2021
1,LH222,GetFrom2021file,66,1350.5,64,1300.5,2,50,NE2020
2,LH222,GetFrom2021file,71,1472.5,72,1501,-1,-28.5,NE2020
1,LH222,PI 559375,63,1288.5,63,1288.5,0,0,NE2021
2,LH222,MN20_1195,63,1288.5,63,1288.5,0,0,NE2021
1,LH223,PI562380,58,1198.25,62,1289.4,-4,-91.1500000000001,MI2020
2,LH223,PI562380,63,1315.4,65,1364.9,-2,-49.5,MI2020
1,LH223,PI562380,78,1526.3,82,1585.25,-4,-58.9500000000001,MI2021
2,LH223,PI562380,79,1540.4,82,1585.25,-3,-44.8499999999999,MI2021
1,LH223,GetFrom2021file,68,1399,69,1427,-1,-28,NE2020
2,LH223,GetFrom2021file,68,1399,71,1472.5,-3,-73.5,NE2020
1,LH223,PI 562380,64,1313,66,1354.5,-2,-41.5,NE2021
2,LH223,MN20_1149,63,1288.5,67,1378,-4,-89.5,NE2021
1,LH224,PI562381,62,1289.4,63,1315.4,-1,-26,MI2020
2,LH224,PI562381,62,1289.4,64,1339.05,-2,-49.6499999999999,MI2020
1,LH224,PI562381,76,1481.75,78,1526.3,-2,-44.55,MI2021
2,LH224,PI562381,84,1625.4,85,1645.95,-1,-20.55,MI2021
1,LH224,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,LH224,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
1,LH224,PI 562381,61,1239,68,1407,-7,-168,NE2021
2,LH224,MN20_1271,66,1354.5,69,1430.5,-3,-76,NE2021
1,LH225,PI574391,58,1198.25,62,1289.4,-4,-91.1500000000001,MI2020
2,LH225,PI574391,60,1241.35,61,1263.15,-1,-21.8000000000002,MI2020
1,LH225,PI574391,76,1481.75,79,1540.4,-3,-58.6500000000001,MI2021
2,LH225,PI574391,76,1481.75,77,1509.25,-1,-27.5,MI2021
1,LH225,GetFrom2021file,66,1350.5,68,1399,-2,-48.5,NE2020
2,LH225,GetFrom2021file,66,1350.5,68,1399,-2,-48.5,NE2020
1,LH225,PI 574391,63,1288.5,66,1354.5,-3,-66,NE2021
2,LH225,MN20_1180,68,1407,70,1454,-2,-47,NE2021
1,LH231,PI585226,62,1289.4,62,1289.4,0,0,MI2020
2,LH231,PI585226,64,1339.05,67,1403.7,-3,-64.6500000000001,MI2020
1,LH231,PI585226,78,1526.3,81,1569.4,-3,-43.1000000000001,MI2021
2,LH231,PI585226,72,1386.65,73,1411.55,-1,-24.8999999999999,MI2021
1,LH231,GetFrom2021file,70,1448.5,70,1448.5,0,0,NE2020
2,LH231,GetFrom2021file,72,1501,73,1533,-1,-32,NE2020
1,LH231,PI 585226,65,1334.5,67,1378,-2,-43.5,NE2021
2,LH231,MN20_1234,66,1354.5,66,1354.5,0,0,NE2021
1,LH250,PI583874,69,1440.6,70,1462.2,-1,-21.6000000000001,MI2020
2,LH250,PI583874,65,1364.9,67,1403.7,-2,-38.8,MI2020
1,LH250,PI583874,78,1526.3,81,1569.4,-3,-43.1000000000001,MI2021
2,LH250,PI583874,87,1698.6,88,1725.55,-1,-26.95,MI2021
1,LH250,GetFrom2021file,76,1615,77,1640.5,-1,-25.5,NE2020
2,LH250,GetFrom2021file,77,1640.5,78,1669,-1,-28.5,NE2020
1,LH250,PI 583874,72,1505,73,1527,-1,-22,NE2021
2,LH250,MN20_1512,68,1407,70,1454,-2,-47,NE2021
1,LH260,PI585228,65,1364.9,67,1403.7,-2,-38.8,MI2020
2,LH260,PI585228,62,1289.4,64,1339.05,-2,-49.6499999999999,MI2020
1,LH260,PI585228,85,1645.95,88,1725.55,-3,-79.5999999999999,MI2021
2,LH260,PI585228,83,1605.15,84,1625.4,-1,-20.25,MI2021
1,LH260,GetFrom2021file,71,1472.5,71,1472.5,0,0,NE2020
2,LH260,GetFrom2021file,70,1448.5,71,1472.5,-1,-24,NE2020
1,LH260,PI 585228,73,1527,75,1574.5,-2,-47.5,NE2021
2,LH260,EL18_2666,69,1430.5,73,1527,-4,-96.5,NE2021
1,LH284,PI602590,65,1364.9,70,1462.2,-5,-97.3,MI2020
2,LH284,PI602590,67,1403.7,70,1462.2,-3,-58.5,MI2020
1,LH284,PI602590,93,1846.25,95,1879.25,-2,-33,MI2021
2,LH284,PI602590,75,1458.25,78,1526.3,-3,-68.05,MI2021
1,LH284,GetFrom2021file,76,1615,76,1615,0,0,NE2020
2,LH284,GetFrom2021file,73,1533,75,1587.5,-2,-54.5,NE2020
1,LH284,PI 602590,68,1407,68,1407,0,0,NE2021
2,LH284,MN20_1337,68,1407,70,1454,-2,-47,NE2021
1,LH299,PI642029,59,1221.7,60,1241.35,-1,-19.6499999999999,MI2020
2,LH299,PI642029,61,1263.15,63,1315.4,-2,-52.25,MI2020
1,LH299,PI642029,78,1526.3,80,1554.8,-2,-28.5,MI2021
2,LH299,PI642029,76,1481.75,77,1509.25,-1,-27.5,MI2021
1,LH299,GetFrom2021file,66,1350.5,67,1373.5,-1,-23,NE2020
2,LH299,GetFrom2021file,69,1427,69,1427,0,0,NE2020
1,LH299,PI 642029,67,1378,67,1378,0,0,NE2021
2,LH299,MN20_1136,64,1313,63,1288.5,1,24.5,NE2021
1,LH38,PI600791,61,1263.15,61,1263.15,0,0,MI2020
2,LH38,PI600791,65,1364.9,68,1421.3,-3,-56.3999999999999,MI2020
1,LH38,PI600791,80,1554.8,81,1569.4,-1,-14.6000000000001,MI2021
2,LH38,PI600791,78,1526.3,78,1526.3,0,0,MI2021
1,LH38,GetFrom2021file,69,1427,69,1427,0,0,NE2020
2,LH38,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
1,LH38,PI 600791,70,1454,70,1454,0,0,NE2021
2,LH38,MN20_1184,67,1378,68,1407,-1,-29,NE2021
1,LH39,PI600944,61,1263.15,62,1289.4,-1,-26.25,MI2020
2,LH39,PI600944,63,1315.4,63,1315.4,0,0,MI2020
1,LH39,PI600944,80,1554.8,81,1569.4,-1,-14.6000000000001,MI2021
2,LH39,PI600944,79,1540.4,80,1554.8,-1,-14.3999999999999,MI2021
1,LH39,GetFrom2021file,69,1427,69,1427,0,0,NE2020
2,LH39,GetFrom2021file,71,1472.5,71,1472.5,0,0,NE2020
1,LH39,PI 600944,66,1354.5,66,1354.5,0,0,NE2021
2,LH39,MN20_1312,65,1334.5,66,1354.5,-1,-20,NE2021
1,LH51,PI600955,66,1385.4,67,1403.7,-1,-18.3,MI2020
2,LH51,PI600955,67,1403.7,69,1440.6,-2,-36.8999999999999,MI2020
1,LH51,PI600955,83,1605.15,87,1698.6,-4,-93.4499999999998,MI2021
2,LH51,PI600955,83,1605.15,88,1725.55,-5,-120.4,MI2021
1,LH51,GetFrom2021file,65,1325.5,65,1325.5,0,0,NE2020
2,LH51,GetFrom2021file,77,1640.5,77,1640.5,0,0,NE2020
1,LH51,PI 600955,70,1454,73,1527,-3,-73,NE2021
2,LH51,MN20_1505,68,1407,73,1527,-5,-120,NE2021
1,LH52,PI601360,57,1172.3,58,1198.25,-1,-25.95,MI2020
2,LH52,PI601360,58,1198.25,58,1198.25,0,0,MI2020
1,LH52,PI601360,69,1322.95,71,1359.6,-2,-36.6499999999999,MI2021
2,LH52,PI601360,74,1433.9,76,1481.75,-2,-47.8499999999999,MI2021
1,LH52,GetFrom2021file,67,1373.5,66,1350.5,1,23,NE2020
2,LH52,GetFrom2021file,69,1427,69,1427,0,0,NE2020
1,LH52,PI 601360,66,1354.5,67,1378,-1,-23.5,NE2021
2,LH52,MN20_1109,67,1378,68,1407,-1,-29,NE2021
1,LH54,PI601316,58,1198.25,63,1315.4,-5,-117.15,MI2020
2,LH54,PI601316,58,1198.25,63,1315.4,-5,-117.15,MI2020
1,LH54,PI601316,81,1569.4,83,1605.15,-2,-35.75,MI2021
2,LH54,PI601316,88,1725.55,90,1780.95,-2,-55.4000000000001,MI2021
1,LH54,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
2,LH54,GetFrom2021file,70,1448.5,75,1587.5,-5,-139,NE2020
1,LH54,PI 601316,NA,NA,NA,NA,NA,NA,NE2021
2,LH54,MN20_1232,65,1334.5,69,1430.5,-4,-96,NE2021
1,LH57,PI601317,60,1241.35,63,1315.4,-3,-74.0500000000002,MI2020
2,LH57,PI601317,61,1263.15,63,1315.4,-2,-52.25,MI2020
1,LH57,PI601317,73,1411.55,78,1526.3,-5,-114.75,MI2021
2,LH57,PI601317,80,1554.8,83,1605.15,-3,-50.3500000000001,MI2021
1,LH57,GetFrom2021file,69,1427,72,1501,-3,-74,NE2020
2,LH57,GetFrom2021file,68,1399,73,1533,-5,-134,NE2020
1,LH59,PI601466,64,1339.05,70,1462.2,-6,-123.15,MI2020
2,LH59,PI601466,63,1315.4,65,1364.9,-2,-49.5,MI2020
1,LH59,PI601466,81,1569.4,83,1605.15,-2,-35.75,MI2021
2,LH59,PI601466,81,1569.4,83,1605.15,-2,-35.75,MI2021
1,LH59,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,LH59,GetFrom2021file,74,1562.5,76,1615,-2,-52.5,NE2020
1,LH59,PI 601466,68,1407,72,1505,-4,-98,NE2021
2,LH59,MN20_1349,67,1378,70,1454,-3,-76,NE2021
1,LH60,PI601404,65,1364.9,70,1462.2,-5,-97.3,MI2020
2,LH60,PI601404,67,1403.7,70,1462.2,-3,-58.5,MI2020
1,LH60,PI601404,88,1725.55,87,1698.6,1,26.95,MI2021
2,LH60,PI601404,87,1698.6,87,1698.6,0,0,MI2021
1,LH60,GetFrom2021file,77,1640.5,77,1640.5,0,0,NE2020
2,LH60,GetFrom2021file,77,1640.5,78,1669,-1,-28.5,NE2020
1,LH60,PI 601404,73,1527,73,1527,0,0,NE2021
2,LH60,MN20_1538,68,1407,73,1527,-5,-120,NE2021
1,LH61,PI601416,56,1148.3,60,1241.35,-4,-93.05,MI2020
2,LH61,PI601416,58,1198.25,61,1263.15,-3,-64.9000000000001,MI2020
1,LH61,PI601416,76,1481.75,81,1569.4,-5,-87.6500000000001,MI2021
2,LH61,PI601416,76,1481.75,78,1526.3,-2,-44.55,MI2021
1,LH61,GetFrom2021file,65,1325.5,67,1373.5,-2,-48,NE2020
2,LH61,GetFrom2021file,67,1373.5,69,1427,-2,-53.5,NE2020
1,LH61,PI 601416,63,1288.5,66,1354.5,-3,-66,NE2021
2,LH61,MN20_1110,62,1261,66,1354.5,-4,-93.5,NE2021
1,LH74,PI600957,60,1241.35,61,1263.15,-1,-21.8000000000002,MI2020
2,LH74,PI600957,63,1315.4,64,1339.05,-1,-23.6499999999999,MI2020
1,LH74,PI600957,73,1411.55,76,1481.75,-3,-70.2000000000001,MI2021
2,LH74,PI600957,80,1554.8,83,1605.15,-3,-50.3500000000001,MI2021
1,LH74,GetFrom2021file,71,1472.5,69,1427,2,45.5,NE2020
2,LH74,GetFrom2021file,70,1448.5,71,1472.5,-1,-24,NE2020
1,LH74,PI 600957,68,1407,67,1378,1,29,NE2021
2,LH74,MN20_1383,68,1407,70,1454,-2,-47,NE2021
1,LH82,PI601170,60,1241.35,63,1315.4,-3,-74.0500000000002,MI2020
2,LH82,PI601170,61,1263.15,60,1241.35,1,21.8000000000002,MI2020
1,LH82,PI601170,69,1322.95,69,1322.95,0,0,MI2021
2,LH82,PI601170,80,1554.8,80,1554.8,0,0,MI2021
1,LH82,GetFrom2021file,69,1427,69,1427,0,0,NE2020
2,LH82,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
1,LH82,PI 601170,64,1313,66,1354.5,-2,-41.5,NE2021
2,LH82,MN20_1190,63,1288.5,66,1354.5,-3,-66,NE2021
1,LH85,PI601405,56,1148.3,58,1198.25,-2,-49.95,MI2020
2,LH85,PI601405,57,1172.3,59,1221.7,-2,-49.4000000000001,MI2020
1,LH85,PI601405,74,1433.9,75,1458.25,-1,-24.3499999999999,MI2021
2,LH85,PI601405,76,1481.75,78,1526.3,-2,-44.55,MI2021
1,LH85,PI 601405,59,1191,62,1261,-3,-70,NE2021
2,LH85,MN20_1071,66,1354.5,68,1407,-2,-52.5,NE2021
1,LH93,PI601171,65,1364.9,67,1403.7,-2,-38.8,MI2020
2,LH93,PI601171,64,1339.05,66,1385.4,-2,-46.3500000000001,MI2020
1,LH93,PI601171,83,1605.15,87,1698.6,-4,-93.4499999999998,MI2021
2,LH93,PI601171,80,1554.8,82,1585.25,-2,-30.45,MI2021
1,LH93,GetFrom2021file,72,1501,77,1640.5,-5,-139.5,NE2020
2,LH93,GetFrom2021file,73,1533,76,1615,-3,-82,NE2020
1,LH93,PI 601171,73,1527,75,1574.5,-2,-47.5,NE2021
2,LH93,MN20_1434,68,1407,70,1454,-2,-47,NE2021
1,LIBC_4,PI555650,58,1198.25,62,1289.4,-4,-91.1500000000001,MI2020
2,LIBC_4,PI555650,61,1263.15,64,1339.05,-3,-75.8999999999999,MI2020
1,LIBC_4,PI555650,81,1569.4,84,1625.4,-3,-56,MI2021
2,LIBC_4,PI555650,80,1554.8,76,1481.75,4,73.05,MI2021
1,LIBC_4,GetFrom2021file,65,1325.5,67,1373.5,-2,-48,NE2020
2,LIBC_4,GetFrom2021file,66,1350.5,67,1373.5,-1,-23,NE2020
1,LIBC_4,PI 555650,63,1288.5,67,1378,-4,-89.5,NE2021
2,LIBC_4,MN20_1129,66,1354.5,68,1407,-2,-52.5,NE2021
1,LP1_NR_Ht,PI600729,65,1364.9,68,1421.3,-3,-56.3999999999999,MI2020
2,LP1_NR_Ht,PI600729,65,1364.9,74,1519,-9,-154.1,MI2020
1,LP1_NR_Ht,PI600729,81,1569.4,84,1625.4,-3,-56,MI2021
2,LP1_NR_Ht,PI600729,81,1569.4,82,1585.25,-1,-15.8499999999999,MI2021
1,LP1_NR_Ht,GetFrom2021file,71,1472.5,74,1562.5,-3,-90,NE2020
2,LP1_NR_Ht,GetFrom2021file,73,1533,77,1640.5,-4,-107.5,NE2020
1,LP1_NR_Ht,PI 600729,68,1407,71,1481,-3,-74,NE2021
2,LP1_NR_Ht,EL19_6534-1,68,1407,70,1454,-2,-47,NE2021
1,Lp215D,PI547107,58,1198.25,63,1315.4,-5,-117.15,MI2020
2,Lp215D,PI547107,59,1221.7,63,1315.4,-4,-93.7,MI2020
1,Lp215D,PI547107,76,1481.75,79,1540.4,-3,-58.6500000000001,MI2021
2,Lp215D,PI547107,73,1411.55,74,1433.9,-1,-22.3500000000001,MI2021
1,Lp215D,GetFrom2021file,68,1399,71,1472.5,-3,-73.5,NE2020
2,Lp215D,GetFrom2021file,69,1427,73,1533,-4,-106,NE2020
1,Lp215D,PI 547107,65,1334.5,73,1527,-8,-192.5,NE2021
2,Lp215D,MN20_1182,64,1313,70,1454,-6,-141,NE2021
1,LP5,PI601378,63,1315.4,66,1385.4,-3,-70,MI2020
2,LP5,PI601378,64,1339.05,66,1385.4,-2,-46.3500000000001,MI2020
1,LP5,PI601378,76,1481.75,77,1509.25,-1,-27.5,MI2021
2,LP5,PI601378,86,1670.4,87,1698.6,-1,-28.1999999999998,MI2021
1,LP5,GetFrom2021file,69,1427,71,1472.5,-2,-45.5,NE2020
2,LP5,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
1,LP5,PI 601378,68,1407,68,1407,0,0,NE2021
2,LP5,MN20_1250,66,1354.5,69,1430.5,-3,-76,NE2021
1,M14,NSL30867,65,1364.9,72,1488.75,-7,-123.85,MI2020
2,M14,NSL30867,67,1403.7,70,1462.2,-3,-58.5,MI2020
1,M14,NSL30867,84,1625.4,85,1645.95,-1,-20.55,MI2021
2,M14,NSL30867,80,1554.8,81,1569.4,-1,-14.6000000000001,MI2021
1,M14,GetFrom2021file,71,1472.5,73,1533,-2,-60.5,NE2020
2,M14,GetFrom2021file,72,1501,73,1533,-1,-32,NE2020
1,M14,NSL 30867,68,1407,73,1527,-5,-120,NE2021
2,M14,MN20_1278,68,1407,70,1454,-2,-47,NE2021
1,M162W,Ames27134,84,1742.2,84,1742.2,0,0,MI2020
2,M162W,Ames27134,84,1742.2,84,1742.2,0,0,MI2020
1,M162W,GetFrom2021file,89,1935.5,87,1900,2,35.5,NE2020
2,M162W,GetFrom2021file,91,1969,91,1969,0,0,NE2020
1,M162W,Ames 27134,90,1957,90,1957,0,0,NE2021
2,M162W,18C241 @,77,1629,81,1733,-4,-104,NE2021
1,M37W,Ames27133,77,1590.15,NA,NA,NA,NA,MI2020
2,M37W,Ames27133,79,1632.3,89,1834,-10,-201.7,MI2020
