GenotypeID,Yield_NEmean,Yield_MImean,Yield_NEpredicted
CML_323,303.937032297317,380.84987171715,325.17571017099
PHHB4,710.518257189172,651.46585179429,689.471351133124
PHJ75,510.992694606763,534.22857330037,492.617362945618
T141,671.924258945481,390.075247020306,609.023642931919
DJ7,753.591265175731,544.792217613634,716.421355329015
A634,411.352633493786,450.362257007928,499.940440029252
DKF274,580.220649468265,614.349905099344,578.528338379077
DKMBNA,537.777517981138,459.235024571874,560.240747345431
PHG71,550.419882791962,445.608950714756,584.549332003304
PHR32,614.9515097915,542.75929429174,607.024700629098
MS225,373.576214757659,624.78159769572,411.365207711098
PHH93,630.200700001641,560.057568174722,583.288470330221
B14,455.288475208716,376.690991685576,507.158565045003
PHPR5,749.675755831237,594.358732178588,697.869919046448
MS116,210.312461315268,348.096400299226,346.366883553615
W603S,570.442480879722,473.92309908443,590.352958207312
Pa405,436.36082170782,418.02042484228,467.917689703223
PHJ65,521.92877725901,515.646562688604,473.998571760753
CML_220,350.644725033174,360.952776695432,345.804045914726
PHK42,744.795819714933,548.151873275466,675.365045124425
Sg_18,449.157323905768,280.220943531482,453.599396633879
N542,552.69305248314,395.94453145013,552.570745937938
R226,601.430268354397,516.172871487376,565.579488177859
W182B,447.476848022708,354.06201018085,450.332517705946
PHN18,579.008587832718,618.315328926568,587.87089993941
E8501,407.171199260583,595.379445529732,458.123511090633
AQA3,545.351111157954,486.701178916964,539.088421624261
Mo45,452.152552406988,498.352320061982,429.307186001475
NK907,442.85931857063,328.994540932718,455.016039134184
LH214,674.627041187695,544.87657371088,631.718636063866
Yong_28,503.680437579663,392.695363298118,471.516288602673
PHJ70,784.968190277197,707.997720225338,711.883562736428
H14,383.594412035852,80.0681351139302,374.755373988021
H71,438.76505330053,508.35667132288,454.273993110584
W117HT,306.10813435835,347.022193907564,319.10453665066
DK78002A,526.996773236444,571.666405275586,555.139481966002
Mo47,386.601603085272,303.696481653072,433.881184563742
NC258,482.135334583668,452.73389984595,461.10363340084
LH284,580.01486874577,481.817317482858,586.544651690463
LH54,599.457366458052,460.953531064302,541.982429806189
N193,678.866527888283,551.816451783492,634.29768489998
MS24A,582.099338096523,412.621886286434,538.854530440752
B42,331.235411279298,474.417338401936,420.846418685899
INBRED_100,501.113684020362,103.794749829576,468.747161035571
Mo3,357.688089851722,598.338269248196,358.908232131688
PHG50,726.40600680223,638.380995742828,671.512347660799
ND167,171.498782899575,221.533097890826,199.617008658398
B79,447.901448834746,472.163040110054,475.328351567947
B105,510.010710032842,761.707850703346,485.531475110927
Mo39,557.437403200307,567.832403052312,546.735547450186
LH299,526.611707804012,591.508085909104,525.316603985102
Eng-Li_Chih,552.628648517379,483.26941797051,551.177636255353
PHEG9,588.391049663044,682.897082209844,616.47182087122
PHV63,634.508647800337,580.027537394488,593.779976988757
A649,459.62884679091,254.80229830605,455.022751838149
PHGG7,384.767719250009,373.254684720682,418.231143666954
W605S,779.491448013291,702.925498136978,678.840043702414
CH701-30,525.611188587553,574.209376917704,540.406922561677
NC350,219.25917996155,163.926562064646,275.167419248865
LH127,631.119530131302,590.75874180287,628.333465952882
L222,523.261289780336,406.887583515944,545.831284975162
NC328,716.882837387505,677.468091385494,694.921444891371
T146,212.299983407221,133.676040040123,268.645592867949
DE4,645.105641145716,487.928296394352,637.23208735758
NC230,355.804252521165,281.565148481016,381.893093142695
H49,508.190140341959,750.878561626968,521.558869522104
INBRED_321,336.696099234871,233.270303915632,385.784845570177
LH211,514.138715924708,513.397247999976,568.264314556788
NC368,436.766813539882,407.699685999092,457.955149587619
CR14,505.128602209212,465.103836734734,515.331950602144
PHW53,615.699168047897,570.204473444482,622.005856938753
B109,680.531341554641,788.453190032442,653.01916543496
CML_218,207.898238934168,20.361399328567,253.91439861052
Huanyao,627.376430423611,370.449201761832,581.839610036588
A334,471.987109459266,390.155025181856,463.610931728341
52220,362.205814644176,338.379850076544,349.563102994254
Va99,653.926946242957,709.380319538466,610.414629148472
CS608,532.567424116936,497.312259373326,552.109327607364
DK4676A,623.821263410569,493.22526910978,599.888411303608
M37W,221.078727527244,134.735628986834,273.660827482489
B37,425.676183429043,501.771714785318,506.549896588557
CA-4,86.5787111261814,170.669238300535,172.349189344456
PHB09,445.660071413321,460.657255068506,498.608785065915
H84,643.062422891942,715.221854427358,598.289709269971
4N506,661.357194900421,573.900005796768,625.467290279599
W818G,445.472982766681,552.750340312912,412.681685258273
PHHB9,796.47984477004,818.082056821068,721.63379962127
2MCDB,593.879594663874,632.512064611086,569.207296134471
PHR61,661.577468412642,650.55877351241,655.828006216465
NP87,537.104509736724,261.598071977624,495.644811780302
CO106,306.020146379511,511.23196063181,346.723468257783
LH215,504.171694215609,485.987572927342,537.453284216765
Ky228,407.347791400293,324.900123011124,406.067825565418
HB8229,477.301059850045,706.346067708088,478.434435278129
PHEW7,644.43084349121,524.903876852476,627.615303069469
H99,399.506780344211,262.25973627756,434.83073453443
ICI_986,546.691408051795,619.787763298056,567.651944332808
PHK29,724.607048903288,703.349980776936,663.927381511034
792,648.749151304596,616.28544102999,633.367697711143
ZS1791,732.328921543991,883.931074949008,643.344273355072
DKFBHJ,501.620209326324,366.334024915022,536.754024012425
LH223,482.559585402391,340.620630005042,517.95512257821
PHWG5,652.678336604401,490.57805571907,623.109810696145
LH172,482.766783976919,527.337883411544,499.038272612613
PHN73,541.652965549649,604.384153710228,585.242698060614
N201,687.405230427941,646.584410189288,678.822723541443
W64A,550.579809613422,369.59268604667,550.084996558489
NC310,539.877614630739,419.837995782722,528.772705965939
GE54,399.325477828328,444.855216330206,366.895294871838
INBRED_305,278.977335920449,308.751178726726,329.308991023479
A15,295.445931494551,364.221849531532,319.48275380348
PHMK0,550.000004008181,619.545650051616,488.146292515532
B77,442.888310943902,420.285523508758,481.131650742119
W809G,629.429361621931,539.857772913532,594.997782761425
CH157,644.428955851599,242.41575385746,567.633728531757
PHK76,613.462947335155,627.665832279162,611.399174220027
PHK05,445.466918772583,283.162331156192,430.189961714524
PHEM9,616.726711870382,605.93737591708,607.018020284694
LH1,545.969725339854,577.022151224638,516.256237639885
N199,599.259176757358,576.63755782208,578.233064455251
CI_40H,679.631769696629,434.228139153998,639.623958366138
LH250,680.101735446695,687.90194365866,670.586425133795
S8326,644.532071008281,582.894499991638,569.803277545572
LH181,722.548566675249,787.72864476541,688.147956565302
LH143_(Maintainer),426.269112509905,422.296005335662,462.115359801467
LH205,853.967056978345,389.419397510492,730.536854767994
C49A,265.218365598784,204.064279411036,312.968880248421
PHVA9,690.64036789153,586.117525494624,655.226333070536
2MA22,649.364298267517,541.6447978786,614.794308766139
T242,121.03449436554,233.143142663404,267.030934811897
NC236,279.409097542829,273.662826934032,332.192570620748
W819G,605.454196221171,463.656711867324,587.811678876482
IDS91,312.129193092683,293.685901532148,356.55085421018
787,695.452876427666,525.683189564788,611.036461686345
CSJ3,194.295284569834,282.78236405373,210.098051755717
NY_166_(Neveh_Yaar),481.290730603306,486.082767018066,497.744535132139
LH163,498.138046035175,443.35589550838,542.863920646343
PHT10,609.723822337176,545.504648660072,601.617800274796
B106,531.466494504211,288.017295116478,570.903369123342
PHWRZ,740.254165413125,577.516501047902,700.202254175597
PHJ89,588.276157429713,708.340754177742,596.608130677331
Pa762,604.386223290844,546.035238454614,581.239291932238
C103,528.232247713312,670.610981529782,523.57749691269
CI_187-2,440.118850157426,451.25287689113,461.679622234168
N6,553.785794650112,496.310923714874,489.864294281705
FR19,498.932082853148,385.209644597542,541.506265024993
CM99,396.699901986101,278.204208773104,434.570739534198
ND260,345.834361538608,377.024586024504,331.253742648781
PHB47,702.979425105215,590.355556430618,676.215790285876
WIL900,822.486716340312,528.626411708076,726.731923296011
DK8F196,532.23413894126,604.920468704828,555.852287365491
INBRED_309,424.067666383641,412.684710814384,400.07982907308
RS_710,436.542691923604,415.028814346216,458.624176221262
912,541.028451105582,664.040194418752,511.446231199154
OQ101,380.636323914931,468.906189171042,378.260843120807
PHW06,426.272896720482,294.454487547584,421.449799203248
A344,354.630839918169,328.751822450944,322.203735316789
C15,329.37672025858,359.79435955096,318.044578886081
LH192,575.616199127345,613.795086711122,586.049038138004
ICI_740,745.038048966063,630.753487625514,702.388817484291
PHP85,555.160244531751,728.780087625426,573.176465606148
PHW03,601.306587510002,644.614317755494,602.722697286192
LH166,499.932451319764,504.228852628702,555.804540390831
INBRED_109,424.857495434271,396.383908443312,412.384987858111
DKNL001,552.956554829541,531.260188506674,573.344965860727
B-18_INBR.FR.SUPERGOLD,336.859946179551,195.452249732387,335.873056178284
CO245,324.972342600091,364.840448881936,344.893320217293
1538,512.187853751304,531.162242656276,509.042016639939
N218,502.405941641042,554.858743482914,527.655442503782
LH175,623.42900581894,571.692140349502,543.167002448518
Mo16W,286.818721878367,128.220666601057,369.906429649929
PHT60,548.171494169432,525.866103939018,564.780537143843
T232,162.706345658206,466.334964041384,261.672054115622
DK8M129,761.737094127152,791.201090984072,701.843446907617
PHK56,773.838622472992,794.164056288626,715.002901448759
W802G,29.7379337054182,129.943397484578,179.39403057581
CM105,537.408451426232,362.055706489348,491.36895430515
DK78371A,681.670666945263,880.576103789996,670.46785541296
EP1,286.323517285122,285.547442289026,302.606395703024
PHHH9,731.887845017415,602.117504046062,646.415587468458
DK84QAB1,621.934349010804,620.837254391972,637.01981663181
N215,580.799485833756,550.49482728922,561.550033409107
MBWZ,744.319446913614,716.629767149886,681.856478315397
WU-TAN-TZAO,482.089382622452,363.719549542622,508.933174578291
3IJI1,712.04858096077,584.791840196104,649.605011442237
